Unnamed: 0,speaker_id,first_name,last_name,type,party,state,district,bio_guide_id,congress_id,speech_id,topic_id,word_count,speech_text,file_name,mods_file,session_title,year,day,month
24745,2084,Marco,RUBIO,SENATOR,R,FL,,R000595,115,24745,topic-id,79,"Mr.President, I would like to congratulate Damiani Stores on their 30th anniversary of providing south Florida with exceptional service and quality men's clothing. With three locations serving the south Florida area, Damiani is an example of a successful local business, one that started by selling suits out of the owner's vehicle in 1987. They uphold a strong, longstanding reputation of prestige in our community, and I have no doubt they will see many more years of continued success.                          ____________________",CREC-2017-11-29-pt1-PgS7405.txt,CREC-2017-11-29-pt1-PgS7405.xml,ADDITIONAL STATEMENTS,2017,29,November
24746,2084,Marco,RUBIO,SENATOR,R,FL,,R000595,115,24746,topic-id,23,"Mr.President, I ask unanimous consent that the order for the quorum call be rescinded.  The PRESIDING Without objection, it is so ordered.                          ____________________",CREC-2017-08-02-pt1-PgS4718-2.txt,CREC-2017-08-02-pt1-PgS4718-2.xml,UNITED STATES INTELLIGENCE PROFESSIONALS DAY,2017,2,August
24747,2084,Marco,RUBIO,SENATOR,R,FL,,R000595,115,24747,topic-id,61,"Mr.President, I have a parliamentary inquiry as well.  The first question, Mr.President, is this: It is my understanding that the ruling of the Chair was based on the advice of the Is that accurate, Mr.President; on the advice of the Parliamentarian that the rule had been violated?  The PRESIDING The Chair sustained the ruling of the majority leader on his own.  ",CREC-2017-02-06-pt2-PgS825.txt,CREC-2017-02-06-pt2-PgS825.xml,EXECUTIVE CALENDAR--Continued,2017,6,February
24748,2084,Marco,RUBIO,SENATOR,R,FL,,R000595,115,24748,topic-id,76,"The second question I have, Mr.President: Does the rule say anything that impugns another Member of the Senate, directly or indirectly? Is that an accurate reading of the rule?  The PRESIDING The Senator is correct, and I will read the paragraph. This is rule XIX, section 2.       No Senator in debate shall, directly or indirectly, by any      form of words impute to another Senator or to other Senators      any conduct or motive unworthy or unbecoming a  ",CREC-2017-02-06-pt2-PgS825.txt,CREC-2017-02-06-pt2-PgS825.xml,EXECUTIVE CALENDAR--Continued,2017,6,February
24749,2084,Marco,RUBIO,SENATOR,R,FL,,R000595,115,24749,topic-id,35,"Mr.President, I ask for the yeas and nays.  The PRESIDING Is there a sufficient second?  There appears to be a sufficient second.  The clerk will call the roll.  The assistant bill clerk called the roll.  ",CREC-2017-11-28-pt1-PgS7341-5.txt,CREC-2017-11-28-pt1-PgS7341-5.xml,EXECUTIVE CALENDAR--Continued,2017,28,November
24750,2084,Marco,RUBIO,SENATOR,R,FL,,R000595,115,24750,topic-id,1635,"Mr.President, I know that we are in the middle of an important debate about a topic of education in our schools. One of the topics I hope young Americans will learn more about is the state of affairs across the world when it comes to human rights.  We are a vibrant society engaged in a heated debate, as we often have been throughout our history, about items of political matters. If you look here today, there are people standing up to speak on different sides of an issue. You see that the Republican Party today controls the White House, the Senate, and the House, and yet you have people with the freedom in this country to be able to stand up and oppose that. We have seen that across the country with demonstrations and speeches and all sorts of other protected speech. We are very fortunate[[Page S718]]and blessed to live in a nation with those freedoms. That is not the case all over the world.  I wanted to take this opportunity in the midst of all of this debate and discussion about an important topic, the nomination before the Senate, to remind people that despite our differences on these issues, we are truly blessed to be able to live in a country where opposing the party in power does not mean you go to jail.  As I have been doing for some time now, I wanted to come this evening and highlight yet another example of human rights abuses that is taking place in a very important part of the world. For the past couple of years, my office and I have been highlighting human rights cases through our social media campaign. We call it hashtag ``Expression NOT Oppression.''  The goals of this are to raise awareness about these cases and the individuals who are suffering at the hands of these repressive governments. We know that through history some of the oppressed people--we may not think these floor speeches matter; we may not think that mentioning it here in this forum matters, but it does to them because one of the first things oppressors tell them is that the world has forgotten about them, and they don't matter anymore. That is one of the first reasons we come: to raise awareness and let them know we know their names, we know their story, and we will continue to speak out on their behalf.  The second reason is to show their families and their loved ones that elected officials--like me here in the United States--have not forgotten them because we know that tyrants, as I said, like to tell political prisoners that they are alone in their struggle.  The third reason is to call for action, whether it is for the administration to make their causes a priority, too, or to call on these governments to release these individuals.  There is one more reason I think that this effort, hashtag ``Expression NOT Oppression,'' is important. As well as all the good work being done here on both sides of the aisle in defense of human rights, promotion of democracy and the defense of God-given freedoms like religious freedom and freedom of the press and free speech, which we celebrate here even in this debate, have to continue to be pillars of our foreign policy. I hope that these cases we highlight bring those guiding principles to light.  Today, I want to discuss the cases of two Chinese political prisoners whose courageous wives I had the opportunity to meet last week when they visited in Washington, These women personally requested that I intervene on behalf of their husbands, pressing on the Chinese Government to unconditionally release them and, in the case of one, to account for his whereabouts. Perhaps just as importantly, they urged me that I press our own State Department to prioritize these cases diplomatically in the hope that these families can be reunited in the not-too-distant future.  I come here today to urge our now new Secretary of State, Mr.Tillerson, to prioritize the release of these men in his diplomatic engagement with In the coming weeks, I also expect that we will have a chance to hear from the President's nominee to be U.Ambassador to China, Governor Branstad of When he comes before the Senate Foreign Relations Committee for his confirmation hearing, I will bring up these cases and others and urge him to make their freedom a priority of his work if confirmed.  Jiang Tianyong is a 45-year-old lawyer. He was disbarred by the Chinese Government because of his vigorous human rights advocacy, including his representation of blind legal advocate Chen Guangcheng, fellow rights lawyer Gao Zhisheng, Falun Gong practitioners, and other human rights cases. Despite the risks of this work, he has been steadfast in his support of the families and of their right to lawyers and legal advocates caught up in China's sweeping nationwide crackdown on the legal community in July of 2015, which ensnared roughly 250 lawyers and advocates.  Consistent with a spate of recent media stories, Jiang's wife indicated that his family and friends lost contact with him in late November of last year. That is when a Chinese state-controlled newspaper reported he had been detained for a series of trumped-up charges.  His wife has received no formal confirmation of his precise whereabouts, and, to date, he has been denied access to a lawyer of his choosing. Even more troubling is that this is entirely legal under China's laws, even though it violates all international norms of justice. Under China's own laws, authorities may hold him, or anyone, for up to 6 months without informing his family where he is held and without allowing him to access a lawyer, conditions that the United Nations Committee Against Torture has found place ``detainees at a high-risk of torture.'' Indeed, reports over the past months about four other human rights lawyers provide detailed information about the Chinese authorities' use of torture to extract ``confessions'' and impose unbearable psychological pressure.  All of these realities underscore that China remains a country of rule by law. Congressmen Chris Smith of New Jersey and I cochair the Congressional-Executive Commission on China, which found in our 2016 annual report that ``the Chinese Communist Party has continued to reject the notion that the rule of law should supercede the Party's role in guiding the functions of the State.'' As such, lawyers, advocates, dissidents and others often find themselves in the party's crosshairs, persecuted under the law, rather than protected by it, and they have no recourse of justice.  A second Chinese individual I want to highlight today is lawyer Tang Jingling, who has also been disbarred for his rights advocacy. He first gained prominence as a lawyer working on cases related to village compensation, corruption, and by representing activists. In January of last year, he was convicted of ``inciting subversion of state power.'' That is the charge, and he was sentenced to 5 years in prison. He was first detained in May 2014 on suspicion of ``picking quarrels and provoking troubles.'' Just imagine that. Picking quarrels and provoking troubles is a crime in This happened, by the way, during the lead up to the 21st anniversary of the Tiananmen Square protests, when the Chinese Government worked desperately to wipe out any discussion or memory of this historically brutal crackdown. In reality, all Tang and other activists did was participate in a nonviolent disobedience movement seeking legal and social reform in  Following his conviction, Tang eloquently wrote:       Inside the grand edifice of the court, we can see stately      and ornate furnishings and decorations, and we can see the      government employees in dignified attire. But we cannot see      the law and we can definitely not see justice.  He continues, movingly, speaking of the faith that has sustained him in the midst of injustice:       The Holy Bible has a passage that reads: ``Blessed are      those that are persecuted for righteousness' sake.'' Today,      we have been pronounced guilty, thrown in prison, separated      from our families, and have endured humiliation and      difficulties--and I am far from being able to convince and      prove to others how these tribulations could have become my      blessings. But God's will is inevitably difficult to      understand. I often pray and ask him to give me more      strength, so that I may persevere until the moment of      revelation. I dare say, in 2011, while in a secret jail, and      now in detention, almost every day I have passed has been      calm and fulfilling. I have never lost my direction.  The courage and conviction of these men should be an inspiration to us all--an inspiration that should propel us to act. I would add a reminder again of how blessed and fortunate we are to live by the grace of God in a nation where we have the freedom to speak, to object, to state our views without fear of the circumstances and the consequences that these brave men now face. The Chinese people who yearn for the protection of their most basic human rights and bravely stand with their fellow marginalized countrymen are China's greatest asset--not its biggest threat, as the government of the Communist Party wrongly believes. Any government which views its own people with such fear and hostility will, as has often been said, find itself on the wrong side of history.  So I hope more of my colleagues in this body, in the House, and especially in the administration will join their voices in support of these political prisoners and all who languish in jails, prisons, and gulags simply because[[Page S719]]they want a better life, because they want a say in their future and have bravely made these aspirations clear.  With that, I yield the floor.  The PRESIDING The Senator from New                Congratulating The New England Patriots  ",CREC-2017-02-06-pt1-PgS685-7.txt,CREC-2017-02-06-pt1-PgS685-7.xml,EXECUTIVE SESSION,2017,6,February
24751,2084,Marco,RUBIO,SENATOR,R,FL,,R000595,115,24751,topic-id,39,"Mr.President, I ask unanimous consent that the Senate be in a period of morning business, with Senators permitted to speak therein for up to 10 minutes each.  The PRESIDING Without objection, it is so ordered.  The Senator from                          ____________________",CREC-2017-05-09-pt1-PgS2843.txt,CREC-2017-05-09-pt1-PgS2843.xml,LEGISLATIVE SESSION,2017,9,May
24752,2084,Marco,RUBIO,SENATOR,R,FL,,R000595,115,24752,topic-id,29,"Mr.President, I ask to have printed in the Record an article that was published in yesterday's Pensacola News Journal, ``Meet the Santa Rosa Teacher of the Year.'' I commend ",CREC-2018-01-25-pt1-PgS519.txt,CREC-2018-01-25-pt1-PgS519.xml,TRIBUTE TO ERIN COSKY,2018,25,January
24753,2084,Marco,RUBIO,SENATOR,R,FL,,R000595,115,24753,topic-id,24,"Mr.President, I ask unanimous consent to speak as in morning business.  The ACTING PRESIDENT pro tempore. Without objection, it is so ordered.                               Tax Reform  ",CREC-2017-10-26-pt1-PgS6827-3.txt,CREC-2017-10-26-pt1-PgS6827-3.xml,EXECUTIVE SESSION,2017,26,October
24754,2084,Marco,RUBIO,SENATOR,R,FL,,R000595,115,24754,topic-id,401,"Mr.President, while not perfect, this bill includes important provisions that will benefit Florida, strengthen our national security, increase resources for our national defense and the fight against ISIS, and give our military men and women the largest pay raise in 6 years.  Given the threats our Nation faces from the likes of North Korea and radical Islamic terrorists, a government shutdown would send exactly the wrong message to the world at a time when it is counting on America to lead.  I am pleased to see this bill funds the Department of Defense to levels authorized by Congress and includes increases for ship building, operations and maintenance, and military readiness. It also incorporates the fiscal year 2017 Intelligence Authorization Act, IAA, that provides essential guidance and authorities for our intelligence community. This year's IAA requires the President to establish an interagency committee to counter Russia's active measures against the U.S., maintains resources for our intelligence community's counterterrorism capabilities, and requires the Director of National Intelligence to complete declassification reviews of terrorist activities of each individual who has been transferred or released from the U.detention facility in Guantanamo Bay,  This bill will ensure Florida can continue combatting the Zika virus and the opioid epidemic that is devastating so many families in our communities. I am committed to continuing to fight against Zika and have begun working with the Senate Appropriations Committee to establish an emergency health fund to provide funds for infectious outbreaks, like  This appropriations bill will also support Everglades restoration and improvements to the Herbert Hoover Dike and our State's ports. Florida's citrus growers will get the help they need to counter the terrible greening that is hurting their crops.  The bill also includes my legislation to protect public housing residents and reform HUD's broken inspection process. I saw firsthand the appalling conditions at Eureka Gardens in Jacksonville, Windsor Cove Apartments in Orlando, and Stonybrook Apartments in Riviera Beach, so I am glad this bill will help ensure the people at these properties finally see real changes for the better.  These provisions make the bill worthy of my support, but as I have said before, we cannot continue to run our country in this way, with one temporary bill after another. Republicans and Democrats in Congress must work together with the Trump administration to restore fiscal sanity, set a long-term budget, and address our Nation's unsustainable and growing debt.                          ____________________",CREC-2017-05-04-pt1-PgS2769.txt,CREC-2017-05-04-pt1-PgS2769.xml,GOVERNMENT FUNDING LEGISLATION,2017,4,May
