speaker_id,first_name,last_name,type,party,state,district,bio_guide_id,congress_id
2239,Rick,ALLEN,REPRESENTATIVE,R,GA,12,A000372,114
99999999999999,First Name unavailable,ARRINGTON,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2270,Brian,BABIN,REPRESENTATIVE,R,TX,36,B001291,114
2054,Lou,BARLETTA,REPRESENTATIVE,R,PA,11,B001269,114
2238,Barry,BARR,REPRESENTATIVE,R,GA,11,L000583,114
1881,John,BARRASSO,SENATOR,R,WY,N/A,B001261,114
1965,Michael,BENNET,SENATOR,D,CO,N/A,B001267,114
99999999999999,First Name unavailable,BERGMAN,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1838,Gus,BILIRAKIS,REPRESENTATIVE,R,FL,12,B001257,114
99,Earl,BLUMENAUER,REPRESENTATIVE,D,OR,3,B000574,114
2076,Richard,BLUMENTHAL,SENATOR,D,CT,N/A,B001277,114
1464,Roy,BLUNT,SENATOR,R,MO,N/A,B000575,114
2194,Cory,BOOKER,SENATOR,D,NJ,N/A,B001288,114
2243,Mike,BOST,REPRESENTATIVE,R,IL,12,B001295,114
2233,Ken,BUCK,REPRESENTATIVE,R,CO,4,B001297,114
,,BUDD,REPRESENTATIVE,R,GA,1,99999999999999999,114
,,CARDIN,SENATOR,D,MD,N/A,99999999999999999,114
1828,Robert,CASEY,SENATOR,D,PA,N/A,C001070,114
1925,Bill,CASSIDY,SENATOR,R,LA,N/A,C001075,114
208,James,CLYBURN,REPRESENTATIVE,D,SC,6,C000537,114
2121,Doug,COLLINS,REPRESENTATIVE,R,GA,9,C001093,114
99999999999999,First Name unavailable,COMER,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1692,John,CORNYN,SENATOR,R,TX,N/A,C001056,114
2098,Tom,COTTON,SENATOR,R,AR,N/A,C001095,114
99999999999999,First Name unavailable,CRIST,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1976,Theodore,DEUTCH,REPRESENTATIVE,D,FL,21,D000610,114
303,Lloyd,DOGGETT,REPRESENTATIVE,D,TX,35,D000399,114
1850,Joe,DONNELLY,SENATOR,D,IN,N/A,D000607,114
326,Richard,DURBIN,SENATOR,D,IL,N/A,D000563,114
1542,Michael,ENZI,SENATOR,R,WY,N/A,E000285,114
355,Anna,ESHOO,REPRESENTATIVE,D,CA,18,E000215,114
2067,Blake,FARENTHOLD,REPRESENTATIVE,R,TX,27,F000460,114
99999999999999,First Name unavailable,FASO,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
99999999999999,First Name unavailable,FERGUSON,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1797,Michael,FITZPATRICK,REPRESENTATIVE,R,PA,8,F000451,114
1633,Jeff,FLAKE,SENATOR,R,AZ,N/A,F000444,114
1969,Al,FRANKEN,SENATOR,D,MN,N/A,F000457,114
99999999999999,First Name unavailable,GARDNER,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1801,Louie,GOHMERT,REPRESENTATIVE,R,TX,1,G000552,114
457,Chuck,GRASSLEY,SENATOR,R,IA,N/A,G000386,114
478,Luis,GUTIERREZ,REPRESENTATIVE,D,IL,4,G000535,114
99999999999999,First Name unavailable,HASSAN,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
511,Alcee,HASTINGS,REPRESENTATIVE,D,FL,20,H000324,114
1351,Orrin,HATCH,SENATOR,R,UT,N/A,H000338,114
566,Steny,HOYER,REPRESENTATIVE,D,MD,5,H000874,114
2028,Bill,HUIZENGA,REPRESENTATIVE,R,MI,2,H001058,114
1608,Johnny,ISAKSON,SENATOR,R,GA,N/A,I000055,114
99999999999999,First Name unavailable,JAYAPAL,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2176,Tim,KAINE,SENATOR,D,VA,N/A,K000384,114
