speaker_id,first_name,last_name,type,party,state,district,bio_guide_id,congress_id
99999999999999,First Name unavailable,,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2229,Pete,AGUILAR,REPRESENTATIVE,D,CA,31,A000371,114
1695,Lamar,ALEXANDER,SENATOR,R,TN,N/A,A000360,114
2239,Rick,ALLEN,REPRESENTATIVE,R,GA,12,A000372,114
99999999999999,First Name unavailable,ARRINGTON,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2270,Brian,BABIN,REPRESENTATIVE,R,TX,36,B001291,114
99999999999999,First Name unavailable,BACON,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2238,Barry,BARR,REPRESENTATIVE,R,GA,11,L000583,114
99999999999999,First Name unavailable,BARRAGAN,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1881,John,BARRASSO,SENATOR,R,WY,N/A,B001261,114
62,Joe,BARTON,REPRESENTATIVE,R,TX,6,B000213,114
2153,Joyce,BEATTY,REPRESENTATIVE,D,OH,3,B001281,114
99999999999999,First Name unavailable,BERGMAN,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
99999999999999,First Name unavailable,BIGGS,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1838,Gus,BILIRAKIS,REPRESENTATIVE,R,FL,12,B001257,114
2063,Diane,BLACK,REPRESENTATIVE,R,TN,6,B001273,114
1748,Marsha,BLACKBURN,REPRESENTATIVE,R,TN,7,B001243,114
99,Earl,BLUMENAUER,REPRESENTATIVE,D,OR,3,B000574,114
2076,Richard,BLUMENTHAL,SENATOR,D,CT,N/A,B001277,114
1464,Roy,BLUNT,SENATOR,R,MO,N/A,B000575,114
2092,Suzanne,BONAMICI,REPRESENTATIVE,D,OR,1,B001278,114
1687,John,BOOZMAN,SENATOR,R,AR,N/A,B001236,114
2243,Mike,BOST,REPRESENTATIVE,R,IL,12,B001295,114
2203,Dave,BRAT,REPRESENTATIVE,R,VA,7,B001290,114
2106,Julia,BROWN,REPRESENTATIVE,D,CA,26,B001285,114
2233,Ken,BUCK,REPRESENTATIVE,R,CO,4,B001297,114
2018,Larry,BUCSHON,REPRESENTATIVE,R,IN,8,B001275,114
,,BUDD,REPRESENTATIVE,R,GA,1,99999999999999999,114
1751,Michael,BURGESS,REPRESENTATIVE,R,TX,26,B001248,114
2197,Bradley,BYRNE,REPRESENTATIVE,R,AL,1,B001289,114
172,Maria,CANTWELL,SENATOR,D,WA,N/A,C000127,114
99999999999999,First Name unavailable,CAPITO,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2107,Tony,CARDENAS,REPRESENTATIVE,D,CA,29,C001097,114
,,CARDIN,SENATOR,D,MD,N/A,99999999999999999,114
179,Thomas,CARPER,SENATOR,D,DE,N/A,C000174,114
2159,Matt,CARTWRIGHT,REPRESENTATIVE,D,PA,17,C001090,114
186,Steve,CHABOT,REPRESENTATIVE,R,OH,1,C000266,114
99999999999999,First Name unavailable,CHENEY,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2055,David,CICILLINE,REPRESENTATIVE,D,RI,1,C001084,114
1654,Wm.,CLAY,REPRESENTATIVE,D,MO,1,C001049,114
208,James,CLYBURN,REPRESENTATIVE,D,SC,6,C000537,114
1912,Mike,COFFMAN,REPRESENTATIVE,R,CO,6,C001077,114
2259,Bonnie,COLE,REPRESENTATIVE,D,NJ,12,W000822,114
2121,Doug,COLLINS,REPRESENTATIVE,R,GA,9,C001093,114
2273,Barbara,COMSTOCK,REPRESENTATIVE,R,VA,10,C001105,114
1805,K.,CONAWAY,REPRESENTATIVE,R,TX,11,C001062,114
1692,John,CORNYN,SENATOR,R,TX,N/A,C001056,114
99999999999999,First Name unavailable,CORREA,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1774,Jim,COSTA,REPRESENTATIVE,D,CA,16,C001059,114
1836,Joe,COURTNEY,REPRESENTATIVE,D,CT,2,C001069,114
1807,Henry,CUELLAR,REPRESENTATIVE,D,TX,28,C001063,114
2138,Steve,DAINES,SENATOR,R,MT,N/A,D000618,114
99999999999999,First Name unavailable,DAVIDSON,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
99999999999999,First Name unavailable,DEMINGS,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1995,Jeff,DENHAM,REPRESENTATIVE,R,CA,10,D000612,114
2251,Debbie,DINGELL,REPRESENTATIVE,D,MI,12,D000624,114
303,Lloyd,DOGGETT,REPRESENTATIVE,D,TX,35,D000399,114
1850,Joe,DONNELLY,SENATOR,D,IN,N/A,D000607,114
2123,Tammy,DUCKWORTH,REPRESENTATIVE,D,IL,8,D000622,114
99999999999999,First Name unavailable,DUNN,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
326,Richard,DURBIN,SENATOR,D,IL,N/A,D000563,114
1857,Keith,ELLISON,REPRESENTATIVE,D,MN,5,E000288,114
2253,Tom,EMMER,REPRESENTATIVE,R,MN,6,E000294,114
344,Eliot,ENGEL,REPRESENTATIVE,D,NY,16,E000179,114
2283,Joni,ERNST,SENATOR,R,IA,N/A,E000295,114
355,Anna,ESHOO,REPRESENTATIVE,D,CA,18,E000215,114
