speaker_id,first_name,last_name,type,party,state,district,bio_guide_id,congress_id
1695,Lamar,ALEXANDER,SENATOR,R,TN,N/A,A000360,114
99999999999999,First Name unavailable,ARRINGTON,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
99999999999999,First Name unavailable,BACON,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1881,John,BARRASSO,SENATOR,R,WY,N/A,B001261,114
1838,Gus,BILIRAKIS,REPRESENTATIVE,R,FL,12,B001257,114
2106,Julia,BROWN,REPRESENTATIVE,D,CA,26,B001285,114
1840,Vern,BUCHANAN,REPRESENTATIVE,R,FL,16,B001260,114
2055,David,CICILLINE,REPRESENTATIVE,D,RI,1,C001084,114
2121,Doug,COLLINS,REPRESENTATIVE,R,GA,9,C001093,114
1959,Gerald,CONNOLLY,REPRESENTATIVE,D,VA,11,C001078,114
229,John,CONYERS,REPRESENTATIVE,D,MI,13,C000714,114
250,Mike,CRAPO,SENATOR,R,ID,N/A,C000880,114
344,Eliot,ENGEL,REPRESENTATIVE,D,NY,16,E000179,114
1332,Dianne,FEINSTEIN,SENATOR,D,CA,N/A,F000062,114
99999999999999,First Name unavailable,FERGUSON,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1797,Michael,FITZPATRICK,REPRESENTATIVE,R,PA,8,F000451,114
1888,Bill,FOSTER,REPRESENTATIVE,D,IL,11,F000454,114
2122,Tulsi,GABBARD,REPRESENTATIVE,D,HI,2,G000571,114
99999999999999,First Name unavailable,GAETZ,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1801,Louie,GOHMERT,REPRESENTATIVE,R,TX,1,G000552,114
446,Bob,GOODLATTE,REPRESENTATIVE,R,VA,6,G000289,114
1979,Tom,GRAVES,REPRESENTATIVE,R,GA,14,G000560,114
99999999999999,First Name unavailable,HANDEL,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2223,J.,HILL,REPRESENTATIVE,R,AR,2,H001072,114
1913,James,HIMES,REPRESENTATIVE,D,CT,4,H001047,114
566,Steny,HOYER,REPRESENTATIVE,D,MD,5,H000874,114
99999999999999,First Name unavailable,J,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2264,John,KATKO,REPRESENTATIVE,R,NY,24,K000386,114
99999999999999,First Name unavailable,KRISHNAMOORTHI,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1834,Doug,LAMBORN,REPRESENTATIVE,R,CO,5,L000564,114
99999999999999,First Name unavailable,MARSHALL,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2248,John,MOOLENAAR,REPRESENTATIVE,R,MI,4,M001194,114
1507,Jerry,MORAN,SENATOR,R,KS,N/A,M000934,114
850,Jerrold,NADLER,REPRESENTATIVE,D,NY,10,N000002,114
868,Eleanor,NORTON,DELEGATE,D,DC,N/A,N000147,114
99999999999999,First Name unavailable,PANETTA,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1510,Bill,PASCRELL,REPRESENTATIVE,D,NJ,9,P000096,114
1930,Erik,PAULSEN,REPRESENTATIVE,R,MN,3,P000594,114
,,PLASKETT,DELEGATE,I,VI,N/A,99999999999999999,114
1982,Tom,REED,REPRESENTATIVE,R,NY,23,R000585,114
968,Pat,ROBERTS,SENATOR,R,KS,N/A,R000307,114
1986,Martha,ROBY,REPRESENTATIVE,R,AL,2,R000591,114
998,Edward,ROYCE,REPRESENTATIVE,R,CA,39,R000487,114
2109,Raul,RUIZ,REPRESENTATIVE,D,CA,36,R000599,114
1003,Bobby,RUSH,REPRESENTATIVE,D,IL,1,R000515,114
99999999999999,First Name unavailable,SOTO,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1890,Jackie,SPEIER,REPRESENTATIVE,D,CA,14,S001175,114
2263,Elise,STEFANIK,REPRESENTATIVE,R,NY,21,S001196,114
99999999999999,First Name unavailable,TENNEY,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1155,Mac,THORNBERRY,REPRESENTATIVE,R,TX,13,T000238,114
1534,John,THUNE,SENATOR,R,SD,N/A,T000250,114
2291,Thom,TILLIS,SENATOR,R,NC,N/A,T000476,114
2231,Norma,TORRES,REPRESENTATIVE,D,CA,35,T000474,114
1884,Niki,TSONGAS,REPRESENTATIVE,D,MA,3,T000465,114
1567,Tom,UDALL,SENATOR,D,NM,N/A,U000039,114
2255,Mark,WALKER,REPRESENTATIVE,R,NC,6,W000819,114
1856,Timothy,WALZ,REPRESENTATIVE,D,MN,1,W000799,114
2152,Brad,WENSTRUP,REPRESENTATIVE,R,OH,2,W000815,114
1886,Robert,WITTMAN,REPRESENTATIVE,R,VA,1,W000804,114
2008,Rob,WOODALL,REPRESENTATIVE,R,GA,7,W000810,114
1247,Ron,WYDEN,SENATOR,D,OR,N/A,W000779,114
