speaker_id,first_name,last_name,type,party,state,district,bio_guide_id,congress_id
2244,Ralph,ABRAHAM,REPRESENTATIVE,R,LA,5,A000374,114
2201,Alma,ADAMS,REPRESENTATIVE,D,NC,12,A000370,114
1460,Robert,ADERHOLT,REPRESENTATIVE,R,AL,4,A000055,114
1695,Lamar,ALEXANDER,SENATOR,R,TN,N/A,A000360,114
2239,Rick,ALLEN,REPRESENTATIVE,R,GA,12,A000372,114
2350,Jodey,ARRINGTON,REPRESENTATIVE,R,TX,N/A,A000375,115
2270,Brian,BABIN,REPRESENTATIVE,R,TX,36,B001291,114
2337,Don,BACON,REPRESENTATIVE,R,NE,N/A,B001298,115
1558,Tammy,BALDWIN,SENATOR,D,WI,N/A,B001230,114
2238,Barry,BARR,REPRESENTATIVE,R,GA,11,L000583,114
2311,Nanette,BARRAGAN,REPRESENTATIVE,D,CA,N/A,B001300,115
1881,John,BARRASSO,SENATOR,R,WY,N/A,B001261,114
1996,Karen,BASS,REPRESENTATIVE,D,CA,37,B001270,114
2153,Joyce,BEATTY,REPRESENTATIVE,D,OH,3,B001281,114
1965,Michael,BENNET,SENATOR,D,CO,N/A,B001267,114
2307,Andy,BIGGS,REPRESENTATIVE,R,AZ,N/A,B001302,115
1838,Gus,BILIRAKIS,REPRESENTATIVE,R,FL,12,B001257,114
2063,Diane,BLACK,REPRESENTATIVE,R,TN,6,B001273,114
1464,Roy,BLUNT,SENATOR,R,MO,N/A,B000575,114
2194,Cory,BOOKER,SENATOR,D,NJ,N/A,B001288,114
1687,John,BOOZMAN,SENATOR,R,AR,N/A,B001236,114
2243,Mike,BOST,REPRESENTATIVE,R,IL,12,B001295,114
2106,Julia,BROWN,REPRESENTATIVE,D,CA,26,B001285,114
2233,Ken,BUCK,REPRESENTATIVE,R,CO,4,B001297,114
,,BUDD,REPRESENTATIVE,R,GA,1,99999999999999999,114
1751,Michael,BURGESS,REPRESENTATIVE,R,TX,26,B001248,114
153,Richard,BURR,SENATOR,R,NC,N/A,B001135,114
2127,Cheri,BUSTOS,REPRESENTATIVE,D,IL,17,B001286,114
1761,G.,BUTTERFIELD,REPRESENTATIVE,D,NC,1,B001251,114
2197,Bradley,BYRNE,REPRESENTATIVE,R,AL,1,B001289,114
1881,John,CAPITO,SENATOR,R,WY,N/A,B001261,115
1564,Michael,CAPUANO,REPRESENTATIVE,D,MA,7,C001037,114
1527,John,CARBAJAL,REPRESENTATIVE,R,IL,N/A,S000364,115
,,CARDIN,SENATOR,D,MD,N/A,99999999999999999,114
1828,Robert,CASEY,SENATOR,D,PA,N/A,C001070,114
99999999999999,First Name unavailable,CEO,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2055,David,CICILLINE,REPRESENTATIVE,D,RI,1,C001084,114
1654,Wm.,CLAY,REPRESENTATIVE,D,MO,1,C001049,114
208,James,CLYBURN,REPRESENTATIVE,D,SC,6,C000537,114
1912,Mike,COFFMAN,REPRESENTATIVE,R,CO,6,C001077,114
,,COHEN,REPRESENTATIVE,D,TN,9,99999999999999999,114
2121,Doug,COLLINS,REPRESENTATIVE,R,GA,9,C001093,114
1825,Bob,CORKER,SENATOR,R,TN,N/A,C001071,114
1692,John,CORNYN,SENATOR,R,TX,N/A,C001056,114
1774,Jim,COSTA,REPRESENTATIVE,D,CA,16,C001059,114
2098,Tom,COTTON,SENATOR,R,AR,N/A,C001095,114
1836,Joe,COURTNEY,REPRESENTATIVE,D,CT,2,C001069,114
250,Mike,CRAPO,SENATOR,R,ID,N/A,C000880,114
1989,Eric,CRAWFORD,REPRESENTATIVE,R,AR,1,C001087,114
1604,Joseph,CROWLEY,REPRESENTATIVE,D,NY,14,C001038,114
1807,Henry,CUELLAR,REPRESENTATIVE,D,TX,28,C001063,114
2138,Steve,DAINES,SENATOR,R,MT,N/A,D000618,114
99999999999999,,DAVIDSON,N/A,Party information Unavailable,State Info Unavailable,N/A,9999999999999999,115
2133,John,DELANEY,REPRESENTATIVE,D,MD,6,D000620,114
2298,Dwight,DEMINGS,REPRESENTATIVE,D,PA,N/A,E000296,115
1995,Jeff,DENHAM,REPRESENTATIVE,R,CA,10,D000612,114
1976,Theodore,DEUTCH,REPRESENTATIVE,D,FL,21,D000610,114
1850,Joe,DONNELLY,SENATOR,D,IN,N/A,D000607,114
2123,Tammy,DUCKWORTH,REPRESENTATIVE,D,IL,8,D000622,114
2315,Neal,DUNN,REPRESENTATIVE,R,FL,N/A,D000628,115
326,Richard,DURBIN,SENATOR,D,IL,N/A,D000563,114
1857,Keith,ELLISON,REPRESENTATIVE,D,MN,5,E000288,114
1542,Michael,ENZI,SENATOR,R,WY,N/A,E000285,114
2221,Gary,ESPAILLAT,REPRESENTATIVE,R,AL,N/A,P000609,115
2298,Dwight,EVANS,REPRESENTATIVE,D,PA,N/A,E000296,115
2067,Blake,FARENTHOLD,REPRESENTATIVE,R,TX,27,F000460,114
1332,Dianne,FEINSTEIN,SENATOR,D,CA,N/A,F000062,114
1797,Michael,FITZPATRICK,REPRESENTATIVE,R,PA,8,F000451,114
1633,Jeff,FLAKE,SENATOR,R,AZ,N/A,F000444,114
2061,Charles,FLEISCHMANN,REPRESENTATIVE,R,TN,3,F000459,114
,,FLORES,REPRESENTATIVE,R,TX,17,99999999999999999,114
1791,Virginia,FOXX,REPRESENTATIVE,R,NC,5,F000450,114
2122,Tulsi,GABBARD,REPRESENTATIVE,D,HI,2,G000571,114
2314,Matt,GAETZ,REPRESENTATIVE,R,FL,N/A,G000578,115
1751,Michael,GALLAGHER,REPRESENTATIVE,R,TX,N/A,B001248,115
1973,John,GARAMENDI,REPRESENTATIVE,D,CA,3,G000559,114
99999999999999,,GARDNER,N/A,Party information Unavailable,State Info Unavailable,N/A,9999999999999999,115
1737,Scott,GARRETT,REPRESENTATIVE,R,NJ,5,G000548,114
2359,Greg,GIANFORTE,REPRESENTATIVE,R,MT,N/A,G000584,115
1866,Kirsten,GILLIBRAND,SENATOR,D,NY,N/A,G000555,114
1801,Louie,GOHMERT,REPRESENTATIVE,R,TX,1,G000552,114
2362,Jimmy,GOMEZ,REPRESENTATIVE,D,CA,N/A,G000585,115
446,Bob,GOODLATTE,REPRESENTATIVE,R,VA,6,G000289,114
2334,Paul,GOTTHEIMER,REPRESENTATIVE,R,MI,N/A,M001201,115
457,Chuck,GRASSLEY,SENATOR,R,IA,N/A,G000386,114
478,Luis,GUTIERREZ,REPRESENTATIVE,D,IL,4,G000535,114
1933,Gregg,HARPER,REPRESENTATIVE,R,MS,3,H001045,114
1828,Robert,HASSAN,SENATOR,D,PA,N/A,C001070,115
1351,Orrin,HATCH,SENATOR,R,UT,N/A,H000338,114
1937,Martin,HEINRICH,SENATOR,D,NM,N/A,H001046,114
2174,Heidi,HEITKAMP,SENATOR,D,ND,N/A,H001069,114
1749,Jeb,HENSARLING,REPRESENTATIVE,R,TX,5,H001036,114
2223,J.,HILL,REPRESENTATIVE,R,AR,2,H001072,114
2079,John,HOEVEN,SENATOR,R,ND,N/A,H001061,114
99999999999999,,HOLLINGSWORTH,N/A,Party information Unavailable,State Info Unavailable,N/A,9999999999999999,115
2140,Richard,HUDSON,REPRESENTATIVE,R,NC,8,H001067,114
2028,Bill,HUIZENGA,REPRESENTATIVE,R,MI,2,H001058,114
2015,Randy,HULTGREN,REPRESENTATIVE,R,IL,14,H001059,114
583,James,INHOFE,SENATOR,R,OK,N/A,I000024,114
1608,Johnny,ISAKSON,SENATOR,R,GA,N/A,I000055,114
99999999999999,,JAYAPAL,N/A,Party information Unavailable,State Info Unavailable,N/A,9999999999999999,115
2176,Tim,KAINE,SENATOR,D,VA,N/A,K000384,114
616,Marcy,KAPTUR,REPRESENTATIVE,D,OH,8,K000009,114
2025,William,KEATING,REPRESENTATIVE,D,MA,9,K000375,114
2172,Joseph,KENNEDY,REPRESENTATIVE,D,MA,4,K000379,114
2340,Ruben,KIHUEN,REPRESENTATIVE,D,NV,N/A,K000390,115
