speaker_id,first_name,last_name,type,party,state,district,bio_guide_id,congress_id
62,Joe,BARTON,REPRESENTATIVE,R,TX,6,B000213,114
1996,Karen,BASS,REPRESENTATIVE,D,CA,37,B001270,114
2063,Diane,BLACK,REPRESENTATIVE,R,TN,6,B001273,114
2076,Richard,BLUMENTHAL,SENATOR,D,CT,N/A,B001277,114
1687,John,BOOZMAN,SENATOR,R,AR,N/A,B001236,114
1751,Michael,BURGESS,REPRESENTATIVE,R,TX,26,B001248,114
99999999999999,First Name unavailable,CAPITO,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
,,CARDIN,SENATOR,D,MD,N/A,99999999999999999,114
179,Thomas,CARPER,SENATOR,D,DE,N/A,C000174,114
,,COHEN,REPRESENTATIVE,D,TN,9,99999999999999999,114
2273,Barbara,COMSTOCK,REPRESENTATIVE,R,VA,10,C001105,114
1959,Gerald,CONNOLLY,REPRESENTATIVE,D,VA,11,C001078,114
1692,John,CORNYN,SENATOR,R,TX,N/A,C001056,114
1774,Jim,COSTA,REPRESENTATIVE,D,CA,16,C001059,114
1976,Theodore,DEUTCH,REPRESENTATIVE,D,FL,21,D000610,114
303,Lloyd,DOGGETT,REPRESENTATIVE,D,TX,35,D000399,114
326,Richard,DURBIN,SENATOR,D,IL,N/A,D000563,114
1797,Michael,FITZPATRICK,REPRESENTATIVE,R,PA,8,F000451,114
1793,Jeff,FORTENBERRY,REPRESENTATIVE,R,NE,1,F000449,114
1992,Paul,GOSAR,REPRESENTATIVE,R,AZ,4,G000565,114
1487,Kay,GRANGER,REPRESENTATIVE,R,TX,12,G000377,114
1933,Gregg,HARPER,REPRESENTATIVE,R,MS,3,H001045,114
99999999999999,First Name unavailable,HASSAN,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1351,Orrin,HATCH,SENATOR,R,UT,N/A,H000338,114
2174,Heidi,HEITKAMP,SENATOR,D,ND,N/A,H001069,114
1863,Dean,HELLER,SENATOR,R,NV,N/A,H001041,114
1844,Mazie,HIRONO,SENATOR,D,HI,N/A,H001042,114
566,Steny,HOYER,REPRESENTATIVE,D,MD,5,H000874,114
2101,Jared,HUFFMAN,REPRESENTATIVE,D,CA,2,H001068,114
2264,John,KATKO,REPRESENTATIVE,R,NY,24,K000386,114
2172,Joseph,KENNEDY,REPRESENTATIVE,D,MA,4,K000379,114
2134,Daniel,KILDEE,REPRESENTATIVE,D,MI,5,K000380,114
1724,Steve,KING,REPRESENTATIVE,R,IA,4,K000362,114
1826,Amy,KLOBUCHAR,SENATOR,D,MN,N/A,K000367,114
1834,Doug,LAMBORN,REPRESENTATIVE,R,CO,5,L000564,114
1383,Patrick,LEAHY,SENATOR,D,VT,N/A,L000174,114
2111,Alan,LOWENTHAL,REPRESENTATIVE,D,CA,47,L000579,114
1983,Joe,MANCHIN,SENATOR,D,WV,N/A,M001183,114
735,Edward,MARKEY,SENATOR,D,MA,N/A,M000133,114
1409,Patty,MURRAY,SENATOR,D,WA,N/A,M001111,114
1602,Grace,NAPOLITANO,REPRESENTATIVE,D,CA,32,N000179,114
859,Bill,NELSON,SENATOR,D,FL,N/A,N000032,114
99999999999999,First Name unavailable,PANETTA,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1930,Erik,PAULSEN,REPRESENTATIVE,R,MN,3,P000594,114
1910,Jared,POLIS,REPRESENTATIVE,D,CO,2,P000598,114
99999999999999,First Name unavailable,RASKIN,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1982,Tom,REED,REPRESENTATIVE,R,NY,23,R000585,114
979,Dana,ROHRABACHER,REPRESENTATIVE,R,CA,48,R000409,114
1010,Bernard,SANDERS,SENATOR,I,VT,N/A,S000033,114
1635,Adam,SCHIFF,REPRESENTATIVE,D,CA,28,S001150,114
1036,Charles,SCHUMER,SENATOR,D,NY,N/A,S000148,114
1901,Jeanne,SHAHEEN,SENATOR,D,NH,N/A,S001181,114
1527,John,SHIMKUS,REPRESENTATIVE,R,IL,15,S000364,114
2168,Chris,STEWART,REPRESENTATIVE,R,UT,2,S001192,114
1534,John,THUNE,SENATOR,R,SD,N/A,T000250,114
1664,Patrick,TIBERI,REPRESENTATIVE,R,OH,12,T000462,114
1997,Scott,TIPTON,REPRESENTATIVE,R,CO,3,T000470,114
2231,Norma,TORRES,REPRESENTATIVE,D,CA,35,T000474,114
1884,Niki,TSONGAS,REPRESENTATIVE,D,MA,3,T000465,114
1247,Ron,WYDEN,SENATOR,D,OR,N/A,W000779,114
2021,Kevin,YODER,REPRESENTATIVE,R,KS,3,Y000063,114
