speaker_id,first_name,last_name,type,party,state,district,bio_guide_id,congress_id
99999999999999,First Name unavailable,ARRINGTON,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1838,Gus,BILIRAKIS,REPRESENTATIVE,R,FL,12,B001257,114
1464,Roy,BLUNT,SENATOR,R,MO,N/A,B000575,114
99999999999999,First Name unavailable,BORDALLO,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2203,Dave,BRAT,REPRESENTATIVE,R,VA,7,B001290,114
,,BUDD,REPRESENTATIVE,R,GA,1,99999999999999999,114
99999999999999,First Name unavailable,CAPITO,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1925,Bill,CASSIDY,SENATOR,R,LA,N/A,C001075,114
2273,Barbara,COMSTOCK,REPRESENTATIVE,R,VA,10,C001105,114
1959,Gerald,CONNOLLY,REPRESENTATIVE,D,VA,11,C001078,114
229,John,CONYERS,REPRESENTATIVE,D,MI,13,C000714,114
1692,John,CORNYN,SENATOR,R,TX,N/A,C001056,114
256,Elijah,CUMMINGS,REPRESENTATIVE,D,MD,7,C000984,114
2138,Steve,DAINES,SENATOR,R,MT,N/A,D000618,114
326,Richard,DURBIN,SENATOR,D,IL,N/A,D000563,114
99999999999999,First Name unavailable,FASO,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1797,Michael,FITZPATRICK,REPRESENTATIVE,R,PA,8,F000451,114
446,Bob,GOODLATTE,REPRESENTATIVE,R,VA,6,G000289,114
2234,Gwen,GRAHAM,REPRESENTATIVE,D,FL,2,G000575,114
457,Chuck,GRASSLEY,SENATOR,R,IA,N/A,G000386,114
478,Luis,GUTIERREZ,REPRESENTATIVE,D,IL,4,G000535,114
1351,Orrin,HATCH,SENATOR,R,UT,N/A,H000338,114
2223,J.,HILL,REPRESENTATIVE,R,AR,2,H001072,114
616,Marcy,KAPTUR,REPRESENTATIVE,D,OH,8,K000009,114
2172,Joseph,KENNEDY,REPRESENTATIVE,D,MA,4,K000379,114
1724,Steve,KING,REPRESENTATIVE,R,IA,4,K000362,114
1501,Barbara,LEE,REPRESENTATIVE,D,CA,13,L000551,114
1781,Daniel,LIPINSKI,REPRESENTATIVE,D,IL,3,L000563,114
1983,Joe,MANCHIN,SENATOR,D,WV,N/A,M001183,114
1900,Jeff,MERKLEY,SENATOR,D,OR,N/A,M001176,114
1694,Lisa,MURKOWSKI,SENATOR,R,AK,N/A,M001153,114
850,Jerrold,NADLER,REPRESENTATIVE,D,NY,10,N000002,114
2275,Dan,NEWHOUSE,REPRESENTATIVE,R,WA,4,N000189,114
868,Eleanor,NORTON,DELEGATE,D,DC,N/A,N000147,114
1955,Pete,OLSON,REPRESENTATIVE,R,TX,22,O000168,114
99999999999999,First Name unavailable,PANETTA,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1930,Erik,PAULSEN,REPRESENTATIVE,R,MN,3,P000594,114
2097,Donald,PAYNE,REPRESENTATIVE,D,NJ,10,P000604,114
905,Nancy,PELOSI,REPRESENTATIVE,D,CA,12,P000197,114
99999999999999,First Name unavailable,RASKIN,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
979,Dana,ROHRABACHER,REPRESENTATIVE,R,CA,48,R000409,114
2256,David,ROUZER,REPRESENTATIVE,R,NC,7,R000603,114
2109,Raul,RUIZ,REPRESENTATIVE,D,CA,36,R000599,114
99999999999999,First Name unavailable,SCHNEIDER,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1036,Charles,SCHUMER,SENATOR,D,NY,N/A,S000148,114
1890,Jackie,SPEIER,REPRESENTATIVE,D,CA,14,S001175,114
2290,Dan,SULLIVAN,SENATOR,R,AK,N/A,S001198,114
1884,Niki,TSONGAS,REPRESENTATIVE,D,MA,3,T000465,114
1856,Timothy,WALZ,REPRESENTATIVE,D,MN,1,W000799,114
