72,topic-id,204,"Mr.Speaker, today I rise to honor James Andrews, president of the North Carolina AFL-After four decades of service, James will be retiring on September 15.  He has been a leader since a young age, and while serving our country in Vietnam, he earned a Purple Heart for his brave service.  Upon his return, James organized fellow workers at a plant in Henderson, North Carolina, before joining the AFL-CIO in 1974 as a director of Frontlash, an AFL-CIO youth group. Just a year later, the AFL-CIO recognized James' dedication to the fight for fair working conditions and promoted him to outreach director for the North Carolina federation, making him the first African American to hold a paid, full-time staff position with the State AFL-CIO federation.  After a brief stint working for his union in 1982, he began his position as the treasurer and secretary for North Carolina's AFL-A little over a decade later, James was elected as president and became the first African American to lead a State federation.  As his service draws to a close, we want to both congratulate and honor him for his unparalleled work on behalf of North Carolina's hardworking families.  James, congratulations, and thank you for your hard work.                          ____________________",CREC-2017-09-07-pt1-PgH7105-4.txt,2201,"DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES",2017,7,September
571,topic-id,349,"Mr.Speaker, today is not a good day for our Today, 800,000 young people across this country are living in fear. They fear being ripped apart from the only home they have ever known. They fear being separated from their families, from their friends, and from the lives they have built here.  They fear deportation, Mr.Speaker, and they live with this fear because President Trump has decided that the Federal Government is going to break its promise and turn its back on  These are young men and women who did not break the law--they were brought to this country as children--who went to school here, who work here, and who pay taxes here.  The Deferred Action for Childhood Arrivals, or DACA, program brought these young people out of the shadows and offered them some relief. It gave kids who grew up here and who truly believe that America is their home a chance to lead normal lives and chase their dreams.  The fact of the matter is, though, Mr.Speaker, that DACA did not go quite far enough. DREAMers are American by every measure except for their paperwork, and it is time that we offer them a path to citizenship.  That is why I am here today to call upon my colleagues to bring the Dream Act back to the floor for a vote--no policy riders, no packages, just a straight up-or-down vote. Because if there are Members of this Chamber who still believe that DREAMers should remain in the shadows and that they should not have a chance to join our Nation as citizens, then they should stand up and be counted.  Many of my colleagues here come from all walks of life. They have charted their own path, however difficult it may be to join this DREAMers have earned that chance to carve their own path, too. They have earned the right to live without fear and in peace as Passing the Dream Act is the right thing to do, it is the moral thing to do, and, quite frankly, Mr.Speaker, it is the American thing to do.                          ____________________",CREC-2017-09-07-pt1-PgH7100.txt,2229,"DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES",2017,7,September
524,topic-id,243,"Mr.Speaker, with great sadness, the people of west Michigan learned of the recent passing of former Congressman Vern  Vern was a humble man who served our community with honor. Early in his life, Vern moved to Grand Rapids to attend Calvin After earning his Ph.at Berkeley, he returned to help launch, and later chair, Calvin's Physics His passion for science, technology, and the environment came to define his time at Calvin and tenure in  In 1993, Vern was elected to Congress and served until his retirement in 2010. Vern was the first research physicist in Congress, and his impressive background contributed to his many achievements.  Vern was a member of the Committees on Education and the Workforce; Science, Space, and Technology; and Transportation and He served as chairman of the Committee on House Administration, and his portrait now hangs in the committee's main hearing room.  I have staff who worked for Vern, and they all admired his compassion, independent thinking, and nonpartisan record. Colleagues often referred to him as ``the smartest man in Congress.''  Vern lived as commanded in Micah 6:8: ``To act justly and to love mercy and to walk humbly with Your God.'' He placed his hands on this verse each time he was sworn in.  Our community will endeavor always to honor his legacy.  My deepest condolences go out to Vern's wife, Johanna, his children and grandchildren, and to everyone whose lives he touched. May his memory be eternal.                          ____________________",CREC-2017-09-07-pt1-PgH7105.txt,2029,KEEP OUR GOVERNMENT FUNCTIONING EFFICIENTLY AND EFFECTIVELY,2017,7,September
116,topic-id,75,"Mr.Chairman, I have an amendment at the desk.  The Acting The Clerk will designate the amendment.  The text of the amendment is as follows:       Page 8, line 16, after the dollar amount, insert      ``(increased by $1,974,000)''.       Page 10, line 1, after the dollar amount, insert ``(reduced      by $4,000,000)''.  The Acting Pursuant to House Resolution 504, the gentleman from Nebraska (Mr.Bacon) and a Member opposed each will control 5 minutes.  The Chair recognizes the gentleman from  ",CREC-2017-09-07-pt1-PgH7135.txt,1E+14,"PROVIDING FOR FURTHER CONSIDERATION OF H.R. 3354, DEPARTMENT OF THE",2017,7,September
117,topic-id,38,"Mr.Chairman, I rise to offer amendment 5. I plan to ask unanimous consent to withdraw the amendment. However, before I do, I would ask to engage Chairman Calvert in a brief colloquy.  Mr.Chair, I yield to the gentleman.  ",CREC-2017-09-07-pt1-PgH7135.txt,1E+14,"PROVIDING FOR FURTHER CONSIDERATION OF H.R. 3354, DEPARTMENT OF THE",2017,7,September
119,topic-id,126,"The Fish and Wildlife Service has a backlog of 49 species waiting to be down-listed or delisted. This issue is further compounded by the fact that an additional 839 species are overdue for their mandatory 5-year status review to determine if ESA protections need to continue.  It is no wonder why States are frustrated that species are put on the list and rarely removed. To be more effective in species conservation, the Fish and Wildlife Service must address this backlog so States can better focus their recovery efforts.  I respect the committee's progress made on this front, but I hope we can make further efforts to ensure the Fish and Wildlife Service is an effective ally in species conservation under  Mr.Chair, I yield to the gentleman.  ",CREC-2017-09-07-pt1-PgH7135.txt,1E+14,"PROVIDING FOR FURTHER CONSIDERATION OF H.R. 3354, DEPARTMENT OF THE",2017,7,September
121,topic-id,30,"I thank the gentleman for his feedback and efforts, and I yield back the balance of my time.  Mr.Chairman, I withdraw my amendment 5.  The Acting The amendment is withdrawn.  ",CREC-2017-09-07-pt1-PgH7135.txt,1E+14,"PROVIDING FOR FURTHER CONSIDERATION OF H.R. 3354, DEPARTMENT OF THE",2017,7,September
560,topic-id,862,"Mr.Speaker, I rise today to express my dissatisfaction at the majority's failure to allow consideration of amendments I proposed to the appropriations bill that include funding for the The Rules Committee did not forward those items so my colleagues could consider and vote on them.[[Page H7092]]  My amendments represent beginning steps toward addressing what has become an intolerable level of noise from planes in my district. The amendments will not see debate in this body, however, despite the fact that noise affects the health, well-being, and economic livelihood of people in every part of the country, whether they are Republicans or  When Congress directed the FAA to update how we control our airways, we were promised that, by reworking the Nation's airspace and using satellite technology instead of radars, our Nation's flight system would become not only more efficient, but cleaner and quieter.  Next Generation systems were supposed to allow virtually automated air traffic control, eliminate circling overhead waiting for a landing slot, and facilitate smooth gliding flight descents without noisy engine power. Plus, planes would be able to stay higher longer, and FAA's published flight procedures would specify minimum altitudes over heavily populated areas, meant to ensure that effects on the ground were minimized.  That is not what we got. Eight of the country's busiest and most complex metropolitan areas, called metroplexes, have seen NextGen implementation so far. Phoenix, North Carolina, and Washington, D.C., are just a few of the metroplex victims who have decided to take legal action against the The D.Circuit Court recently ruled in the Phoenix case, noting that the FAA had not paid enough attention to the effects of its actions.  In every case, noise that used to be spread out across a wide area became concentrated over narrowed corridors, visiting misery on those living below. The best analogy I can offer is this: Imagine that all of the traffic using a 6-lane highway was narrowed to a single lane. The concentration of that much traffic would surely cause considerable problems.  Well, that is exactly what has happened in the southern California metroplex implementation. Areas that used to see planes flying overhead every 15 or 20 minutes now feel bombarded by flights as close together as every 3 minutes or less.  As you can imagine, sometimes those planes and narrowed highways might get too close together. Air traffic controllers have to keep minimum separation for the safety of all involved. But in order to adhere to that narrowed lane, controllers tell the pilots to deviate from the flight path by going downward. Sometimes they fly at half, or less, of what the minimum altitude is supposed to be. So planes that are supposed to fly at 6,000 feet may fly as low as 3,000 feet at a frequency of every 3 to 5 minutes. I hope that you can appreciate that that noise is intolerable.  Film production of all types, whether TV commercials, movies, or videos, is an economic driver in my district. The neighborhoods of the 37th Congressional District have been used to represent cities and towns across the continent.  Though you might not know it, I am sure you have seen both Culver City and the historic West Adams district, built over 100 years ago, in some of your favorite TV shows and movies. Unfortunately, the movie studios of Culver City and the homes of West Adams are directly under the new, narrowed flight path. Studios are complaining about having to move production from their back lots because of the noise.  I have elderly constituents who have lived in their neighborhoods for decades and who rely on income from location filming to help them remain in their homes. Film scouts have told them that the frequent loud plane traffic makes it impossible to film there anymore.  At this point, countless American and European health studies have demonstrated the harms that come from exposure to noise--and at much lower levels than that experienced by people on the ground. The arbitrary and outdated 65 decibel day/night level that the FAA uses to determine acceptable levels of exposure is calculated at an average of sound over a 24-hour period.  Parents with young children have told me that their kids' sleep patterns have been disrupted by unrelenting noise, enough to alter their academic performance.  A health clinic serving the affected areas has begun to investigate whether a spike in reported health problems, including poor control of chronic conditions like hypertension, can be related to the constant exposure to excessive noise.  The European Union standard for noise exposure at night is half of the U.level and is still cause for health concerns there.  In the absence of consideration of my amendments, I invite my colleagues to join me and nearly 40 other colleagues in the House Quiet Skies Caucus, which is working to make progress on this important issue.  My constituents and I know many of my colleagues' constituents are suffering under the burden of excessive airplane noise as a result of the implementation of the FAA's Next Generation project. We cannot and must not sacrifice the health of those on the ground in the name of airline efficiency.                          ____________________",CREC-2017-09-07-pt1-PgH7091-5.txt,1996,"PROVIDING FOR FURTHER CONSIDERATION OF H.R. 3354, DEPARTMENT OF THE",2017,7,September
239,topic-id,58,"Mr.Chairman, I have an amendment at the desk.  The Acting The Clerk will designate the amendment.  The text of the amendment is as follows:       Page 134, strike lines 17 through 25.  The Acting Pursuant to House Resolution 504, the gentleman from Virginia (Mr.Beyer) and a Member opposed each will control 5 minutes.  The Chair recognizes the gentleman from  ",CREC-2017-09-07-pt1-PgH7147.txt,2272,"PROVIDING FOR FURTHER CONSIDERATION OF H.R. 3354, DEPARTMENT OF THE",2017,7,September
240,topic-id,566,"Mr.Chairman, this amendment seeks to preserve our current Clean Water Act protections for our rivers, streams, and wetlands. Our Nation's river systems and wetlands provide values that no other ecosystem can. These include: natural water quality improvement, flood protection, shoreline erosion control, recreation, general aesthetic appreciation, and natural products for our use at no cost.  Yet section 430 of this bill seeks to undermine the critical balance between protecting these waters and the day-to-day operations of our Nation's farmers, ranchers, and foresters. Under current law, farmers, ranchers, and foresters can carry out their normal operations in any waterbody without securing a Clean Water Act permit.  So what this means is farmers can continue to plow their fields, including potential wet areas that have been farmed for decades, plant their seeds, harvest their crops, without ever having to obtain approval under the Clean Water  Any normal farming, ranching, and forestry exemption is going to include minor limitations. For example, a farmer cannot use the current exemption to convert his farmland to a residential development without obtaining a permit. And a rancher can't use the exemption to plow under a wetland to expand his reach of grazing lands. And forestry operations cannot use this exemption to change the course of a local stream to improve drainage on their growing lands.  In short, the way the Clean Water Act currently operates is to allow normal ranching, farming, forestry operations to continue without a permit, unless the activities either change or convert the use of the waterbody to a new purpose, or impair the historic flow or reach of a stream or wetland.  So if the planned activity triggers any of these limitations, the current law requires the activity to obtain a permit. That is perfectly reasonable. But section 430 of this bill would, in essence, provide an absolute clean water exemption for impacts to any streams or wetlands that happen to be on agriculture, ranching, or forestry lands, regardless if they have any relation to these activities.  Mr.Chairman, this is a fundamental change to the Clean Water Act, and one where the impacts have never been explored. When the EPA was asked what the impact of this amendment would be, here was their response:       This amendment would be a significant departure from almost      40 years of implementation of the Clean Water Act by      eliminating the existing provision requiring that the      exemptions apply only to normal, as in established or      ongoing, farming practices.  This change could result in the loss or impairment of thousands of acres of valuable wetlands and other waters where land is converted to agriculture.  Mr.Chairman, we should not be using an appropriations bill to change Federal policy related to the protection of our Nation's rivers and streams. To the best of my knowledge, no hearings or investigations on the impacts of this provision have been held.[[Page H7150]]  If this Congress is interested in overturning almost 40 years of Clean Water Act precedent, regular order would require hearings before the House Committee on Transportation and Infrastructure, which has sole jurisdiction over the Clean Water Act, and approval by that committee before consideration on the floor.  This rider is bad policy for the protection of our environment, for the protection of human health, and bad policy for the protection of our public safety.  Mr.Chair, I urge support for my amendment, and I reserve the balance of my time.  ",CREC-2017-09-07-pt1-PgH7147.txt,2272,"PROVIDING FOR FURTHER CONSIDERATION OF H.R. 3354, DEPARTMENT OF THE",2017,7,September
243,topic-id,84,"Mr.Chairman, I thank the perspective of the chairman of the Appropriations Subcommittee on this. I think our clear understanding is that the exemptions, as currently written, allow for all normal farming, ranching, forestry activities, and that the permit would only be required when there is a substantial difference from the activity as it has gone on before, and that this is the way the law has been interpreted and enforced for the last 40 years.  Mr.Chair, I yield back the balance of my time.  ",CREC-2017-09-07-pt1-PgH7147.txt,2272,"PROVIDING FOR FURTHER CONSIDERATION OF H.R. 3354, DEPARTMENT OF THE",2017,7,September
245,topic-id,58,"Mr.Chairman, I have an amendment at the desk.  The Acting The Clerk will designate the amendment.  The text of the amendment is as follows:       Page 135, strike lines 1 through 23.  The Acting Pursuant to House Resolution 504, the gentleman from Virginia (Mr.Beyer) and a Member opposed each will control 5 minutes.  The Chair recognizes the gentleman from  ",CREC-2017-09-07-pt1-PgH7147.txt,2272,"PROVIDING FOR FURTHER CONSIDERATION OF H.R. 3354, DEPARTMENT OF THE",2017,7,September
