126,topic-id,174,"Mr.Chairman, I would like to thank my colleague from  I would like to just take a moment to weigh in on the amendment that my colleague, Mr.Amodei, and I introduced that would maintain the NCUA's current funding structure.  The NCUA is funded, as he said, through fees paid by credit unions. Subjecting them to the annual appropriations process unnecessarily involves Congress in a process that functions fine the way it is.  The NCUA is not synonymous with big, for-profit institutions. The NCUA is a not-for-profit structure and plays a critical role in communities throughout this country. If they are forced to go through the appropriations process, then local buy-in is trumped by the Federal If anything, this would further complicate the funding process and decrease, not increase, transparency.  Forcing the NCUA into this process is an attempt to fix a problem that doesn't exist. They are one of the only regulatory bodies that is both an insurer and regulator, and its unique[[Page H7359]]structure should be reflected in the way that the operations are funded.  ",CREC-2017-09-13-pt1-PgH7334-3.txt,2229,"DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES",2017,13,September
124,topic-id,57,"Mr.Chairman, I have an amendment at the desk.  The Acting The Clerk will designate the amendment.  The text of the amendment is as follows:       In title IX, strike section 906.  The Acting Pursuant to House Resolution 504, the gentleman from Nevada (Mr.Amodei) and a Member opposed each will control 5 minutes.  The Chair recognizes the gentleman from  ",CREC-2017-09-13-pt1-PgH7334-3.txt,2090,"DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES",2017,13,September
125,topic-id,166,"Mr.Chairman, I yield myself 1 minute.  One size does not fit all. As an enthusiastic supporter of the CHOICE Act, I must confess it is not perfect. You have been told all financial regulators should be subject to the power of the Federal purse. Well, this regulatory agency, the National Credit Union Administration, uses no Federal funds to operate, to administer, or to manage the National Credit Union Share Insurance Fund--let me repeat, uses no Federal funds.  Now, when nontaxpayer funds are required to be federally appropriated, hopefully, this strikes you as an odd idea. But when the funds in question are placed under the appropriations process and are subject to being swept for other Federal spending measures, I hope that bothers you--not strikes you as odd, but bothers you.  Credit union member-generated insurance funds are now, by virtue of being put into the appropriations process, subject to being swept for other Federal spending processes.  Mr.Chairman, I yield 1 minute to the gentleman from California (Mr.Aguilar).  ",CREC-2017-09-13-pt1-PgH7334-3.txt,2090,"DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES",2017,13,September
127,topic-id,8,"Mr.Chair, I reserve the balance of my time.  ",CREC-2017-09-13-pt1-PgH7334-3.txt,2090,"DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES",2017,13,September
130,topic-id,438,"Mr.Chairman, with all due respect to my colleague from the financial institution folks, one of the things in the CHOICE Act is the Mick Mulvaney-generated transparency amendments that we are not trying to strike. It is not like we are hiding anything. And I missed the part where it says, oh, the fact that they are not taxpayer funds makes it okay that we go ahead and try to sweep those into that.  I also missed the fact, quite frankly, that this is different than something like the Bureau of Consumer Protection folks who were an out-of-control executive branch agency using federally appropriated funds to do as they darn well please.  I missed the fact where we have got a problem with credit unions taking care of their own administration and their own insurance.  And I, finally, missed the fact where, quite frankly, we have absolutely no problem with respect to these folks' performance record.  So when you talk about going out and getting nontaxpayer-generated funds and saying we are going to bring those--by the way, good luck for these folks to get under our budgeting process. I won't say anything more than that, Mr.Good luck.  Whose budget are they going under? Who are we waiting for approval so we can say keep doing the things the way you were?  So I will just say that this is a problem that does not exist with a solution that is being applied because of other regulators, which I agree with, but it is like to suggest, quite frankly, that the CHOICE Act was perfect and doesn't need a second look on a small thing like this, I mean, hats off to the committee. It is the only perfect committee I know of that has ever existed.  Mr.Chair, I am prepared to close, and I will just say this: We ought to take a look at what track records are. And when we take a look at that and we look at unintended consequences, when you start branching out, for those of you folks in Production Credit Association territory and things like that and the budget issues and all of that other sort of stuff, it is like these folks are doing a good job. Let's let them continue to do that.  Mr.Chairman, I would urge your bipartisan, nationwide support, and I yield back the balance of my time.  The Acting The question is on the amendment offered by the gentleman from Nevada (Mr.Amodei).  The amendment was agreed to.                Amendment 222 Offered by Mr.Kildee  The Acting It is now in order to consider amendment 222 printed in House Report 115-297.  ",CREC-2017-09-13-pt1-PgH7334-3.txt,2090,"DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES",2017,13,September
20,topic-id,202,"Mr.Chairman, I rise in strong support of the amendment of my friend from The gentleman has shown great leadership on this issue prohibiting the Office of Foreign Assets Control from using funds to issue a license allowing U.S.-made aircraft to be sold to Iran, and also prohibiting OFAC from using funds to authorize U.financial institutions to finance the purchase of military fungible aircraft to  As the chairman of the subcommittee with oversight over treasury implementation of sanctions, it is just unacceptable and unnecessary to expose the[[Page H7341]]U.financial system to the world's leading state sponsor of terrorism in a jurisdiction of primary money laundering concern.  At a hearing in April, the Committee on Financial Services heard testimony that Iran Air's role in the Syrian conflict continues. That same day, the public received reports of a chemical weapons attack killing dozens of Syrian civilians.  What we know is that there is significant evidence suggesting that Iran Air flights are now being used to transport personnel and material supporting the IRGC and its efforts to assist the Assad regime and  Mr.Chairman, I applaud the gentleman's amendment and I support it. We should not be assisting the world's leading state sponsor of terrorism with commercial aircraft.  ",CREC-2017-09-13-pt1-PgH7334-3.txt,2238,"DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES",2017,13,September
70,topic-id,200,"Mr.Chairman, I thank the chairman's leadership on this, and, with all due respect to my friends on the other side of the aisle, this amendment is not about protecting consumers. This amendment is about protecting bureaucrats from accountability from the American people.  You know, I don't know, for the life of me, why Members of Congress would not defend this institution, both Republicans and Democrats on both sides of the aisle defend this institution. Why on Earth would we give away the most complete and effectual power of[[Page H7347]]Congress--as James Madison said, ``the power of the purse''--away to unelected, unaccountable bureaucrats in the executive branch?  When I asked Chair Yellen whether she approves the budget of the Bureau, she didn't know the answer to that basic question. We know that the CFPB is not accountable to the American people through their elected Representatives in That is by statutory design. That is what Dodd-Frank says. But we would hope that they would at least be accountable to the source of their funding, and they are not even accountable to the  Defeat this amendment, support accountability, support the Constitution and restoring the power of the purse to the elected Representatives of the  ",CREC-2017-09-13-pt1-PgH7334-3.txt,2238,"DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES",2017,13,September
80,topic-id,21,"Mr.Chairman, I claim the time in opposition to the amendment.  The Acting The gentleman from Kentucky is recognized for 5 minutes.  ",CREC-2017-09-13-pt1-PgH7334-3.txt,2238,"DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES",2017,13,September
81,topic-id,445,"Mr.Chairman, I yield myself such time as I may consume.  Mr.Chairman, the examples raised by my friend, the gentleman from Minnesota, really have nothing to do with the provisions of the bill that the amendment seeks to strike. What the bill does do, the underlying bill, and I thank the gentleman from Georgia for including this in the Financial Services Appropriations bill--what the bill does is make targeted adjustments so that manufactured home loans are available in the market.  Again, consumer protection is not denying people access to affordable housing, and that is what the gentleman's amendment would do.  The Dodd-Frank Act does prevent predatory lending, but nothing in this language changes that at all. Instead of unrelated stories about consumer protections that the bill's provision will not change, let's get back to talking about how consumers are actually harmed by the rules we are seeking to change.  Look, let's talk about real people who are affected negatively by overreach by the CFPB and Dodd-Frank, people in my district in Kentucky, in rural Kentucky where manufactured housing is one of the best affordable options and less expensive than renting.  Let's talk about the hospital worker in Paducah, Kentucky, who was denied a loan of $38,500 to finance a manufactured home. He had an 8 percent down payment. His monthly income was $2,200 per month, plenty to cover the all-in housing costs of $670 per month.  The payment for his own home would have been less than what he was spending on rent, but he was unable to get financing. Why? Because of the CFPB; because of Dodd-Frank; because of overregulation. He contacted his local banks and credit unions, but they no longer financed manufactured homes because of overregulation.  Those harmed include those who currently live in and those who seek to purchase a manufactured home: retirees, veterans, working families, et cetera.  And the Home Mortgage Disclosure Act data is clear. Consumers have been shut out of the market for quality affordable housing because regulations have caused financing to be less available for manufactured homes.  I want to reserve the balance of my time, and I want to give some other Members an opportunity to say something about this, but I do want to just conclude by saying, this amendment, again, is not about consumer protection. The amendment protects consumers right out of their homes. That is not consumer protection. Keeping access to affordable homeownership is the American We shouldn't be denying that to people, especially in rural  Mr.Chairman, I reserve the balance of my time, and may I ask how much time I have left.  The Acting The gentleman from Kentucky has 2\1/2\ minutes remaining.  ",CREC-2017-09-13-pt1-PgH7334-3.txt,2238,"DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES",2017,13,September
82,topic-id,11,"Mr.Chairman, I yield 1 minute to the gentleman from Missouri (Mr.Luetkemeyer).  ",CREC-2017-09-13-pt1-PgH7334-3.txt,2238,"DEPARTMENT OF THE INTERIOR, ENVIRONMENT, AND RELATED AGENCIES",2017,13,September
