2244,Ralph,ABRAHAM,REPRESENTATIVE,R,LA,5,A000374,114
1460,Robert,ADERHOLT,REPRESENTATIVE,R,AL,4,A000055,114
1695,Lamar,ALEXANDER,SENATOR,R,TN,N/A,A000360,114
2239,Rick,ALLEN,REPRESENTATIVE,R,GA,12,A000372,114
2029,Justin,AMASH,REPRESENTATIVE,R,MI,3,A000367,114
2090,Mark,AMODEI,REPRESENTATIVE,R,NV,2,A000369,114
2350,Jodey,ARRINGTON,REPRESENTATIVE,R,TX,N/A,A000375,115
2270,Brian,BABIN,REPRESENTATIVE,R,TX,36,B001291,114
2337,Don,BACON,REPRESENTATIVE,R,NE,N/A,B001298,115
1558,Tammy,BALDWIN,SENATOR,D,WI,N/A,B001230,114
2238,Barry,BARR,REPRESENTATIVE,R,GA,11,L000583,114
2163,Joaquin,BARRAGAN,REPRESENTATIVE,D,TX,N/A,C001091,115
1881,John,BARRASSO,SENATOR,R,WY,N/A,B001261,114
62,Joe,BARTON,REPRESENTATIVE,R,TX,6,B000213,114
1996,Karen,BASS,REPRESENTATIVE,D,CA,37,B001270,114
1965,Michael,BENNET,SENATOR,D,CO,N/A,B001267,114
2102,Ami,BERA,REPRESENTATIVE,D,CA,7,B001287,114
1071,Christopher,BERGMAN,REPRESENTATIVE,R,NJ,N/A,S000522,115
2272,Donald,BEYER,REPRESENTATIVE,D,VA,8,B001292,114
2307,Andy,BIGGS,REPRESENTATIVE,R,AZ,N/A,B001302,115
1838,Gus,BILIRAKIS,REPRESENTATIVE,R,FL,12,B001257,114
2063,Diane,BLACK,REPRESENTATIVE,R,TN,6,B001273,114
1748,Marsha,BLACKBURN,REPRESENTATIVE,R,TN,7,B001243,114
99,Earl,BLUMENAUER,REPRESENTATIVE,D,OR,3,B000574,114
2076,Richard,BLUMENTHAL,SENATOR,D,CT,N/A,B001277,114
1464,Roy,BLUNT,SENATOR,R,MO,N/A,B000575,114
2092,Suzanne,BONAMICI,REPRESENTATIVE,D,OR,1,B001278,114
2194,Cory,BOOKER,SENATOR,D,NJ,N/A,B001288,114
1687,John,BOOZMAN,SENATOR,R,AR,N/A,B001236,114
2243,Mike,BOST,REPRESENTATIVE,R,IL,12,B001295,114
2106,Julia,BROWN,REPRESENTATIVE,D,CA,26,B001285,114
2233,Ken,BUCK,REPRESENTATIVE,R,CO,4,B001297,114
,,BUDD,REPRESENTATIVE,R,GA,1,1E+17,114
1751,Michael,BURGESS,REPRESENTATIVE,R,TX,26,B001248,114
153,Richard,BURR,SENATOR,R,NC,N/A,B001135,114
2197,Bradley,BYRNE,REPRESENTATIVE,R,AL,1,B001289,114
165,Ken,CALVERT,REPRESENTATIVE,R,CA,42,C000059,114
1E+14,,CAPITO,N/A,Party information Unavailable,State Info Unavailable,N/A,1E+16,115
1564,Michael,CAPUANO,REPRESENTATIVE,D,MA,7,C001037,114
2310,Salud,CARBAJAL,REPRESENTATIVE,D,CA,N/A,C001112,115
,,CARDIN,SENATOR,D,MD,N/A,1E+17,114
179,Thomas,CARPER,SENATOR,D,DE,N/A,C000174,114
1828,Robert,CASEY,SENATOR,D,PA,N/A,C001070,114
186,Steve,CHABOT,REPRESENTATIVE,R,OH,1,C000266,114
1E+14,,CHENEY,N/A,Party information Unavailable,State Info Unavailable,N/A,1E+16,115
2055,David,CICILLINE,REPRESENTATIVE,D,RI,1,C001084,114
,,CLEAVER,REPRESENTATIVE,D,MO,5,1E+17,114
208,James,CLYBURN,REPRESENTATIVE,D,SC,6,C000537,114
213,Thad,COCHRAN,SENATOR,R,MS,N/A,C000567,114
,,COHEN,REPRESENTATIVE,D,TN,9,1E+17,114
2259,Bonnie,COLE,REPRESENTATIVE,D,NJ,12,W000822,114
2121,Doug,COLLINS,REPRESENTATIVE,R,GA,9,C001093,114
2297,James,COMER,REPRESENTATIVE,R,KY,N/A,C001108,115
1805,K.,CONAWAY,REPRESENTATIVE,R,TX,11,C001062,114
1959,Gerald,CONNOLLY,REPRESENTATIVE,D,VA,11,C001078,114
1984,Christopher,COONS,SENATOR,D,DE,N/A,C001088,114
1825,Bob,CORKER,SENATOR,R,TN,N/A,C001071,114
1692,John,CORNYN,SENATOR,R,TX,N/A,C001056,114
1E+14,,CORREA,N/A,Party information Unavailable,State Info Unavailable,N/A,1E+16,115
1774,Jim,COSTA,REPRESENTATIVE,D,CA,16,C001059,114
2098,Tom,COTTON,SENATOR,R,AR,N/A,C001095,114
1836,Joe,COURTNEY,REPRESENTATIVE,D,CT,2,C001069,114
2144,Kevin,CRAMER,REPRESENTATIVE,R,ND,0,C001096,114
250,Mike,CRAPO,SENATOR,R,ID,N/A,C000880,114
1749,Jeb,CRIST,REPRESENTATIVE,R,TX,N/A,H001036,115
1604,Joseph,CROWLEY,REPRESENTATIVE,D,NY,14,C001038,114
2175,Ted,CRUZ,SENATOR,R,TX,N/A,C001098,114
2363,John,CURTIS,REPRESENTATIVE,R,UT,N/A,C001114,115
2138,Steve,DAINES,SENATOR,R,MT,N/A,D000618,114
1749,Jeb,DAVIDSON,REPRESENTATIVE,R,TX,N/A,H001036,115
1995,Jeff,DENHAM,REPRESENTATIVE,R,CA,10,D000612,114
303,Lloyd,DOGGETT,REPRESENTATIVE,D,TX,35,D000399,114
1850,Joe,DONNELLY,SENATOR,D,IN,N/A,D000607,114
2293,Daniel,DONOVAN,REPRESENTATIVE,R,NY,11,D000625,114
2123,Tammy,DUCKWORTH,REPRESENTATIVE,D,IL,8,D000622,114
1E+14,,DUFFY,N/A,Party information Unavailable,State Info Unavailable,N/A,1E+16,115
326,Richard,DURBIN,SENATOR,D,IL,N/A,D000563,114
1857,Keith,ELLISON,REPRESENTATIVE,D,MN,5,E000288,114
2253,Tom,EMMER,REPRESENTATIVE,R,MN,6,E000294,114
1542,Michael,ENZI,SENATOR,R,WY,N/A,E000285,114
2283,Joni,ERNST,SENATOR,R,IA,N/A,E000295,114
355,Anna,ESHOO,REPRESENTATIVE,D,CA,18,E000215,114
2342,Adriano,ESPAILLAT,REPRESENTATIVE,D,NY,N/A,E000297,115
2067,Blake,FARENTHOLD,REPRESENTATIVE,R,TX,27,F000460,114
2343,John,FASO,REPRESENTATIVE,R,NY,N/A,F000464,115
1332,Dianne,FEINSTEIN,SENATOR,D,CA,N/A,F000062,114
2324,A.,FERGUSON,REPRESENTATIVE,R,GA,N/A,F000465,115
1797,Michael,FITZPATRICK,REPRESENTATIVE,R,PA,8,F000451,114
1633,Jeff,FLAKE,SENATOR,R,AZ,N/A,F000444,114
,,FLORES,REPRESENTATIVE,R,TX,17,1E+17,114
1793,Jeff,FORTENBERRY,REPRESENTATIVE,R,NE,1,F000449,114
1888,Bill,FOSTER,REPRESENTATIVE,D,IL,11,F000454,114
1791,Virginia,FOXX,REPRESENTATIVE,R,NC,5,F000450,114
414,Rodney,FRELINGHUYSEN,REPRESENTATIVE,R,NJ,11,F000372,114
1895,Marcia,FUDGE,REPRESENTATIVE,D,OH,11,F000455,114
2122,Tulsi,GABBARD,REPRESENTATIVE,D,HI,2,G000571,114
