2244,Ralph,ABRAHAM,REPRESENTATIVE,R,LA,5,A000374,114
2201,Alma,ADAMS,REPRESENTATIVE,D,NC,12,A000370,114
2270,Brian,BABIN,REPRESENTATIVE,R,TX,36,B001291,114
2238,Barry,BARR,REPRESENTATIVE,R,GA,11,L000583,114
1881,John,BARRASSO,SENATOR,R,WY,N/A,B001261,114
2153,Joyce,BEATTY,REPRESENTATIVE,D,OH,3,B001281,114
1965,Michael,BENNET,SENATOR,D,CO,N/A,B001267,114
1E+14,First Name unavailable,BIGGS,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
99,Earl,BLUMENAUER,REPRESENTATIVE,D,OR,3,B000574,114
2076,Richard,BLUMENTHAL,SENATOR,D,CT,N/A,B001277,114
1464,Roy,BLUNT,SENATOR,R,MO,N/A,B000575,114
2194,Cory,BOOKER,SENATOR,D,NJ,N/A,B001288,114
1687,John,BOOZMAN,SENATOR,R,AR,N/A,B001236,114
2243,Mike,BOST,REPRESENTATIVE,R,IL,12,B001295,114
2106,Julia,BROWN,REPRESENTATIVE,D,CA,26,B001285,114
2233,Ken,BUCK,REPRESENTATIVE,R,CO,4,B001297,114
2018,Larry,BUCSHON,REPRESENTATIVE,R,IN,8,B001275,114
,,BUDD,REPRESENTATIVE,R,GA,1,1E+17,114
2127,Cheri,BUSTOS,REPRESENTATIVE,D,IL,17,B001286,114
172,Maria,CANTWELL,SENATOR,D,WA,N/A,C000127,114
1E+14,First Name unavailable,CAPITO,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
,,CARDIN,SENATOR,D,MD,N/A,1E+17,114
1828,Robert,CASEY,SENATOR,D,PA,N/A,C001070,114
2055,David,CICILLINE,REPRESENTATIVE,D,RI,1,C001084,114
1654,Wm.,CLAY,REPRESENTATIVE,D,MO,1,C001049,114
213,Thad,COCHRAN,SENATOR,R,MS,N/A,C000567,114
,,COHEN,REPRESENTATIVE,D,TN,9,1E+17,114
2121,Doug,COLLINS,REPRESENTATIVE,R,GA,9,C001093,114
2273,Barbara,COMSTOCK,REPRESENTATIVE,R,VA,10,C001105,114
1805,K.,CONAWAY,REPRESENTATIVE,R,TX,11,C001062,114
1984,Christopher,COONS,SENATOR,D,DE,N/A,C001088,114
1692,John,CORNYN,SENATOR,R,TX,N/A,C001056,114
1E+14,First Name unavailable,CORREA,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2098,Tom,COTTON,SENATOR,R,AR,N/A,C001095,114
1836,Joe,COURTNEY,REPRESENTATIVE,D,CT,2,C001069,114
250,Mike,CRAPO,SENATOR,R,ID,N/A,C000880,114
2175,Ted,CRUZ,SENATOR,R,TX,N/A,C001098,114
1807,Henry,CUELLAR,REPRESENTATIVE,D,TX,28,C001063,114
1E+14,First Name unavailable,CURTIS,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2138,Steve,DAINES,SENATOR,R,MT,N/A,D000618,114
1E+14,First Name unavailable,DAVIDSON,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1E+14,First Name unavailable,DEMINGS,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1995,Jeff,DENHAM,REPRESENTATIVE,R,CA,10,D000612,114
1850,Joe,DONNELLY,SENATOR,D,IN,N/A,D000607,114
2123,Tammy,DUCKWORTH,REPRESENTATIVE,D,IL,8,D000622,114
1E+14,First Name unavailable,DUFFY,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1E+14,First Name unavailable,DUNN,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
326,Richard,DURBIN,SENATOR,D,IL,N/A,D000563,114
2253,Tom,EMMER,REPRESENTATIVE,R,MN,6,E000294,114
344,Eliot,ENGEL,REPRESENTATIVE,D,NY,16,E000179,114
1E+14,First Name unavailable,EVANS,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1332,Dianne,FEINSTEIN,SENATOR,D,CA,N/A,F000062,114
1E+14,First Name unavailable,FERGUSON,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2179,Deb,FISCHER,SENATOR,R,NE,N/A,F000463,114
1633,Jeff,FLAKE,SENATOR,R,AZ,N/A,F000444,114
2061,Charles,FLEISCHMANN,REPRESENTATIVE,R,TN,3,F000459,114
1791,Virginia,FOXX,REPRESENTATIVE,R,NC,5,F000450,114
1969,Al,FRANKEN,SENATOR,D,MN,N/A,F000457,114
1E+14,First Name unavailable,GAETZ,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
2226,Ruben,GALLEGO,REPRESENTATIVE,D,AZ,7,G000574,114
1973,John,GARAMENDI,REPRESENTATIVE,D,CA,3,G000559,114
1737,Scott,GARRETT,REPRESENTATIVE,R,NJ,5,G000548,114
1E+14,First Name unavailable,GIANFORTE,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1801,Louie,GOHMERT,REPRESENTATIVE,R,TX,1,G000552,114
2070,H.,GRIFFITH,REPRESENTATIVE,R,VA,9,G000568,114
2276,Glenn,GROTHMAN,REPRESENTATIVE,R,WI,6,G000576,114
478,Luis,GUTIERREZ,REPRESENTATIVE,D,IL,4,G000535,114
1E+14,First Name unavailable,HANABUSA,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1933,Gregg,HARPER,REPRESENTATIVE,R,MS,3,H001045,114
2026,Andy,HARRIS,REPRESENTATIVE,R,MD,1,H001052,114
2032,Vicky,HARTZLER,REPRESENTATIVE,R,MO,4,H001053,114
1E+14,First Name unavailable,HASSAN,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
511,Alcee,HASTINGS,REPRESENTATIVE,D,FL,20,H000324,114
1351,Orrin,HATCH,SENATOR,R,UT,N/A,H000338,114
2040,Joseph,HECK,REPRESENTATIVE,R,NV,3,H001055,114
1749,Jeb,HENSARLING,REPRESENTATIVE,R,TX,5,H001036,114
2223,J.,HILL,REPRESENTATIVE,R,AR,2,H001072,114
1913,James,HIMES,REPRESENTATIVE,D,CT,4,H001047,114
1844,Mazie,HIRONO,SENATOR,D,HI,N/A,H001042,114
2079,John,HOEVEN,SENATOR,R,ND,N/A,H001061,114
2143,George,HOLDING,REPRESENTATIVE,R,NC,13,H001065,114
566,Steny,HOYER,REPRESENTATIVE,D,MD,5,H000874,114
2101,Jared,HUFFMAN,REPRESENTATIVE,D,CA,2,H001068,114
2015,Randy,HULTGREN,REPRESENTATIVE,R,IL,14,H001059,114
1608,Johnny,ISAKSON,SENATOR,R,GA,N/A,I000055,114
2149,Hakeem,JEFFRIES,REPRESENTATIVE,D,NY,8,J000294,114
,,JORDAN,REPRESENTATIVE,R,OH,4,1E+17,114
616,Marcy,KAPTUR,REPRESENTATIVE,D,OH,8,K000009,114
2264,John,KATKO,REPRESENTATIVE,R,NY,24,K000386,114
2172,Joseph,KENNEDY,REPRESENTATIVE,D,MA,4,K000379,114
2134,Daniel,KILDEE,REPRESENTATIVE,D,MI,5,K000380,114
2169,Derek,KILMER,REPRESENTATIVE,D,WA,6,K000381,114
1724,Steve,KING,REPRESENTATIVE,R,IA,4,K000362,114
1826,Amy,KLOBUCHAR,SENATOR,D,MN,N/A,K000367,114
2228,Stephen,KNIGHT,REPRESENTATIVE,R,CA,25,K000387,114
1E+14,First Name unavailable,KRISHNAMOORTHI,Type Unavailable,Party Info Unavailable,state info unavailable,District Unavailable,BioGuideID unavailable,CongressID unavailable
1936,Leonard,LANCE,REPRESENTATIVE,R,NJ,7,L000567,114
