1005,topic-id,192,"Mr.Speaker, I rise today to honor the HBCU 9, the nine Historically Black Colleges and Universities who are celebrating 150 years of academic excellence.  These schools hail from six States and count great African-American leaders such as Eva Clayton, John Lewis, and Martin Luther King, Jr., as members of their illustrious alumni.  The nine include: Alabama State University, Barber-Scotia College, Fayetteville State University, Howard University, Johnson Smith University, Morehouse College, Morgan State University, Augustine University, and Talladega  Their achievements for the past 150 years are remarkable. They have cultivated a long history as incubators of innovation and continue to produce the next generation of leaders.  Twenty-five percent of African-American STEM graduates, 40 percent of African-American lawyers, 50 percent of African-American teachers, and 21 current members of the Congressional Black Caucus are proud HBCU grads.  These schools were born out of necessity and have endured the test of time to spark a movement and create the African-American middle class, fundamentally changing this country for the better.  Please stand with me in recognizing the HBCU 9 for their years of leadership in African-American communities and their dedication to helping students realize their dreams.                          ____________________",CREC-2017-11-30-pt1-PgH9529-3.txt,2201,CIA RELEASES DOCUMENTS,2017,30,December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,topic-id,225,"Mr.Speaker, I rise today to highlight the importance of comprehensive tax reform for our families and businesses.  It has been nearly 30 years since hardworking Americans have seen any significant changes made to our confusing Tax Our current system is broken. I think we all agree on that. Taxes are too high, and our families and businesses are the ones paying the price, not to mention that nobody understands it.  Two weeks ago, I was proud to cast my vote to cut, simplify, and reform taxes, and now the ball is in the Senate's court. Thankfully, as of yesterday, legislation has passed both the Senate Finance Committee and the Senate Budget Committee, and now we expect a vote in the full Senate as early as this week.  Under the Trump administration, we are growing the economy, but nothing can compare to the effect that tax reform will have on jump-starting the economy, expanding small businesses, and creating jobs.  America, it is time to go back to work. We are now closer than ever to making tax reform a reality, a new reality for families and businesses across America who deserve to keep more of their paychecks and have the opportunity to grow their businesses.  Mr.Speaker, I believe that we will uphold our important promise to deliver tax reform legislation to President Trump's desk soon.                          ____________________",CREC-2017-11-29-pt1-PgH9476-4.txt,2239,TAX CUTS AND JOBS ACT,2017,29,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,topic-id,41,"Mr.Speaker, I intended to vote ``nay'' on rollcall 650.  The SPEAKER pro tempore. The question is on the passage of the bill.  The question was taken; and the Speaker pro tempore announced that the ayes appeared to have it.                             Recorded Vote  ",CREC-2017-12-01-pt1-PgH9573-2.txt,2090,TAX REFORM,2017,1,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,topic-id,194,"Mr.Speaker, the chief reason the ``American experiment'' in liberty and democracy has been so successful is our belief in God-given, inalienable rights. One of these fundamental freedoms is an individual's right to ``keep and bear arms.''  While the original intent of the Second Amendment to the Constitution was the defense against an abusive, tyrannical government, the central principle is to empower Americans to protect themselves, their families, and, as we witnessed in the Sutherland Springs shooting, their communities.  Statistics show annual reductions in murder rates as concealed carry laws have gone into effect and that violent crime has decreased as gun ownership has increased. In fact, according to Gun Owners of America, citizens defend[[Page H9633]]themselves with lethal force against criminals twice as often as police do every year.  The Concealed Carry Reciprocity Act, which I cosponsored, simply allows law-abiding citizens who are licensed to carry a firearm the freedom to travel between States, closes gaps and strengthens due process regarding our national criminal background check system, and maintains the reasonable prohibitions that are in place today, like keeping guns out of the hands of convicted felons.  I urge my colleagues to support it.                          ____________________",CREC-2017-12-05-pt1-PgH9632-6.txt,1E+14,TAX CUTS AND JOBS ACT,2017,5,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,topic-id,767,"Mr.Speaker, I am proud to represent a rural district in west Texas that is home to 14 million acres of farmland and thousands of hardworking farmers and ranchers. These men and women are feeding and clothing the American people. They are bolstering our economy and they are strengthening our national security.  As a member of the House Agriculture Committee, I am committed to delivering results that are in the best interest not only of west Texans, but all I am doing that with my neighbor and strong leader of the Ag Committee, Mike  As we craft the next farm bill, there are a few priorities that, if achieved, will put our United States farmers and ranchers, and our country as a whole, in the strongest competitive position.  The first is that we must maintain America's food and fiber independence from other countries, which, like energy independence, is a national security imperative.  To achieve this objective, we must maintain a viable and responsible safety net for all commodities, which means the committee must work in a bipartisan way to get cotton back in under title I of the farm bill.  We can never again let the World Trade Organization dictate agriculture policy to the United States.[[Page H9628]]  Addressing the gaping hole in the current agriculture safety net for cotton and fixing other shortfalls and risk management for both crops and livestock will ensure a strong, viable agriculture sector for the United States and rural  Ultimately, we must maintain appropriate programs to mitigate against unforeseen global market changes and commodity prices, ensure against adverse weather events, and maintain access to credit so farmers across the country can continue to supply America with abundant and affordable sources of food.  Additionally, as Texas is the top cattle-producing State in the Nation and represents $80 billion in annual cash receipts nationwide, maintaining key livestock disaster programs are equally important to a responsible and effective safety net for our ag producers.  Second, our rural communities need greater access to broadband communications to be viable in the modern era. Increasing access to broadband is fundamental to the survival of rural It is necessary to support critical infrastructure, such as healthcare and education, and for overall economic sustainability so that we can finally close the digital divide between rural and urban  Let me put it to you this way: no rural America; no food, fuel, and fiber for the American people.  Third, we need another generation of farmers and ranchers. The American agriculturist is facing tough times. The average age of a farmer is nearly 60 and the number of people involved in ag production in their thirties and forties continues to decrease dramatically, with less than 1 percent of the American population involved in ag production. The math doesn't look promising.  Operating expenses continue to rise and farmers, particularly the young ones, have less equity to finance their operations. Farmers of all ages need a dependable and flexible operating loan structure with loan amounts that are useful. We must work to ensure that the USDA has the flexibility it needs to extend credit in the most meaningful way.  Fourth, innovation makes it possible for the farmer and rancher to continue to operate. Ensuring adequate and equitable research funding for agriculture colleges across the country is key.  Let's not just pour all of our money into land-grant institutions just because they are land-grant institutions. Let's fund the best ideas. It is call meritocracy. That is what our country was founded on.  As former vice chancellor of research at Texas Tech University, I saw some of the best and most innovative ideas spawned from research go to market and make a difference for our economy and the quality of our lives.  Lastly, the Supplemental Nutrition Assistance Program needs a more focused accountability. As we craft the next farm bill, we should continue to monitor the effectiveness of all programs, especially SNAP, which accounts for 80 percent of all spending in the farm bill.  While the intent is well-meaning, the unintended consequence is an increase of recipients who are work-capable adults without dependents, accounting for nearly 30 percent of all recipients. It is imperative to require that able-bodied adults work in order to receive government assistance not just in SNAP, but all government programs.  Mr.Speaker, in closing, our farmers and ranchers are central to the vitality and security of this great This legislation is extremely critical to the success of our farmers. By including the priorities I have outlined today in the next farm bill, we can ensure a safer, stronger, freer America for our children.                          ____________________",CREC-2017-12-05-pt1-PgH9627-2.txt,1E+14,TAX CUTS AND JOBS ACT,2017,5,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,topic-id,863,"Mr.Speaker, history is replete with examples of prosperous nations and powerful empires whose demise was not as a result of adversaries on the outside but, rather, the enemy within.  Congress and our President face several challenges to ensure the next generation inherits a safe, strong, and free country. There is the rise of global Islamic terrorism, escalating nuclear threats, increasing geopolitical instability, the need to modernize our military and ensure it is prepared to address those threats, and, finally, the need to revive our economy and give more and better jobs to middle and working class  While these are serious issues and they necessitate a sense of urgency and bold actions, they are all but irrelevant if we experience a sovereign debt crisis. This is not a hypothetical. This is a real probability, and if we stay on our current trajectory, we will all but assure our children and grandchildren will suffer the consequences.  If the United States experiences a debt crisis, how are we going to fund a safety net for our agriculture producers and our most vulnerable? How are we going to have transportation and other critical infrastructure to support economic growth? And, most importantly, how are we going to give the tools to our men and women in uniform so they will be successful and safe? How will we fund these national priorities if our government is insolvent?  Today, the United States is $20 trillion in debt--over 70 percent of That is roughly $165,000 per taxpayer. If all current policies stay in place, in the next 10 years, we will be $30 trillion in debt, or nearly 90 percent of GDP, the highest level we have seen since 1947, according to the We will have $1 trillion in annual deficit spending; and, get this, we will spend more on the interest on our debt than we will on national defense.  Just to give you a sense of how quickly this debt is amassing, in the next 24 hours, we will have increased our debt $1.5 billion.  I want to be clear. This is not a revenue problem. Just this past year, according to the monthly Treasury statement, the Federal Government collected record amounts of both individual income tax revenue and payroll tax revenue.[[Page H9439]]  The underlying issue here is runaway spending. We all know it. The American people know it. The lion's share of that spending is for mandatory spending. Mandatory spending is government spending on autopilot.  Today, mandatory spending makes up 70 percent of the entire Federal budget. In terms of growth in spending, over the next 10 years, 90 percent of the growth will come from mandatory spending.  We will never solve the national debt problem on discretionary spending alone. We must deal with mandatory spending, which means entitlement reform is the most serious and realistic opportunity to address our national debt.                              {time}  1215  Many of our entitlement programs are nearing insolvency. Without immediate action, some of these important social safety net programs will not be there for the next generation. With 10,000 baby boomers entering retirement every day--the largest generational retirement in the history of the world--these critical safety net programs, like Medicare and Social Security, will be insolvent; Medicare by 2030, Social Security by 2034.  We no longer have the luxury of kicking the can down the road. We are long overdue for action and we are fast approaching yet another debt ceiling.  The debt ceiling has been in existence since 1941, 70 years, and every time very little has been done to rein in spending as a result. It was supposed to serve as a warning so that we pause and consider the risk of borrowing more money that 74 times we have effectively just blown past through it.  We cannot continue to increase our borrowing capacity every time we hit the debt ceiling without some countervailing action to address our deficit and debt.  At what point is enough enough? How far do we want to put our children and grandchildren in the debt hole before we decide that this is a moral obligation and this is truly a looming crisis?  As Congress works to deal with the debt ceiling and our spending package that is here on the immediate horizon, it is important that we also introduce structural spending reforms. We need to have a balanced budget, for heaven's sake. We need to move some of the mandatory over to discretionary.  We need to set targets for reducing our debt. And if we don't meet those targets because we don't have the courage to do it, then it should be forced on us to cut across the board until we get this debt down to a manageable size for our children and for the future of this country.  Balancing our budget and reducing our country's debilitating debt is the challenge of the 21st century. It is my generation's greatest challenge. It is time for Congress to step up to the plate and get to work addressing the biggest problem facing our country. That means less partisan obstruction and thinking about our political futures and more courageous leadership and thinking about our children's future.                          ____________________",CREC-2017-11-28-pt1-PgH9438-3.txt,1E+14,TAX CUTS AND JOBS ACT,2017,28,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,topic-id,172,"Mr.Speaker, today I rise to recognize the Lubbock Chamber of Commerce and congratulate them and their 2,000-plus members as they gather for their annual awards ceremony this week.  For over 100 years, the Lubbock Chamber of Commerce has brought these hardworking men and women together to better our community. Their commitment to excellence has earned them national recognition as America's first and only chamber to be two-[[Page H9476]]time, five-star accredited and twice named Chamber of the And as we say in Texas: ``That ain't braggin' if it's true.''  I want to recognize a few of our hardworking business leaders who are being celebrated this week:  Ambassador of the Year, Danny Soliz;  Volunteer of the Year, Kathy Timms;  Business Person of the Year, Chris Lonngren;  Business of the Year, Bayer Crop Science; and  Entrepreneur of the Year, Shara  Congrats to all of these folks. Congrats to my friend, Eddie  Mr.Speaker, I thank them for their leadership, and thanks to all of our small businesses. They are the heartbeat of west Texas, Mr.                         ____________________",CREC-2017-11-29-pt1-PgH9475-6.txt,1E+14,TAX CUTS AND JOBS ACT,2017,29,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,topic-id,645,"Mr.Speaker, today is a good day for hardworking We are considering legislation that let's taxpayers keep more of their paycheck to save, spend, and invest as they see fit.  Our bill--the Tax Cuts and Jobs Act--will overhaul our broken tax code and finally put the American taxpayer first. Because we can all agree that hardworking taxpayers are the losers under the current system. Right now, our tax code rewards lawyers, lobbyists and loopholes--while leaving hardworking families and job creators behind.  The bill we are considering today will change all of that. To me, there is only one special interest group that matters--and that is the American people.  That's why we simplify the tax code and cut taxes for all Americans to ensure hardworking Americans--like the people I represent in Southeast Texas--can keep more of their hard-earned money.  It has been more than 30 years since the last time we overhauled our tax code. And since then it has grown to more than 70,000 pages.  I like to put it this way . . . our current tax code is now longer than the Bible with none of the good news. Over the past 30 years, Washington has piled up all these carveouts and loopholes for special interests--making things far too complicated and far too expensive for hardworking families.  This needs to end--and today the House will take a historic step to fix that and deliver long overdue tax relief to the American people. Here are the details:  First, we get rid of loopholes. Then we use that money to lower taxes. And then, we simplify the code altogether.  Now, instead of seven confusing tax brackets and carveouts, there will be just four--making things so simple that you can file your taxes on a postcard.  Importantly, we also double the standard deduction, increase the child tax credit, eliminate the Death Tax, and preserve the home mortgage interest deduction.  In addition--to help create more good jobs right here in America--we lower the tax rate on job creators from 35 percent down to 20 percent.  Today, many of America's biggest job producers face the highest tax rate in the world--which makes America less competitive and forces jobs overseas.  We fix that in our bill--because we want companies to invest, grow and produce jobs right here in We also reduce the tax rate on the income earned by small businesses to no more than 25 percent--the lowest tax rate on small business income since World War  Folks, let's not forget. When we reformed the tax system over 30 years ago, it led to an explosion in jobs and economic growth.  With the passage of this bill, we will be on the verge of achieving such greatness again. This is an exciting time--and the American people deserve some good news.  I urge my colleagues in the Senate to quickly follow our lead and get a bill passed so we can deliver a tax relief bill to the American people before  For more details on our bill, please visit www.FairAndSimple.Thank you--and God bless.  The SPEAKER pro tempore. All time for debate has expired.  Pursuant to House Resolution 619, the previous question is ordered on the bill, as amended. =========================== NOTE ===========================     November 16, 2017, on page H9413, the following appeared: Pursuant House Resolution 619, the previous question is ordered on the bill, as amended.    The online version has been corrected to read: Pursuant to House Resolution 619, the previous question is ordered on the bill, as amended. ========================= END NOTE =========================   The question is on the engrossment and third reading of the bill.  The bill was ordered to be engrossed and read a third time, and was read the third time.  The SPEAKER pro tempore. The question is on the passage of the bill.  The question was taken; and the Speaker pro tempore announced that the ayes appeared to have it.  ",CREC-2017-11-16-pt1-PgH9405-4.txt,2270,TAX CUTS AND JOBS ACT,2017,16,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,topic-id,924,"Madam President, I rise to offer motion to do something that this tax plan fails to do: make good on President Trump's promise to close the carried interest tax loophole. This motion has the support of Senators Whitehouse, Donnelly, and Van  I think we need to make our tax system simpler and fairer for hard-working families, businesses--particularly[[Page S7655]]small businesses--and manufacturers, and that is what I have been working for. Unfortunately, this is not the plan being presented today by Senate  Let's be honest with the American people. This bill is largely a tax giveaway to the wealthiest few and big corporations, while millions of middle-class families will get a tax hike. With this partisan bill from across the aisle, big corporations get permanent tax breaks--permanent--while middle-class families will see tax increases. In fact, most Americans earning less than $75,000 a year will see tax increases. That is simply not fair.  It is also not fair that the top 1 percent will end up with over 60 percent of the benefits, and in exchange, 13 million more will lose health insurance. Healthcare premiums will increase by 10 percent, and Medicare and Medicaid have been put on the chopping block to pay for it.  In addition, with the Senate Republican plan, powerful corporations can still deduct their State and local taxes, but they completely eliminate the State and local tax deduction for individual taxpayers. This deduction ensures households aren't taxed twice by the Federal Government on money they have already paid in State and local taxes, including property taxes. But with the current Senate plan, nearly one in three Wisconsinites will lose their personal income, sales, and property tax deductions. A recent study shows that it could decrease the value of home ownership. The average deduction in Wisconsin is $11,653, and nearly $10 billion of Wisconsinites' paychecks would be subject to a double tax--all to pay for a plan that favors those at the top. What is more, by the latest estimation from our own congressional scorekeeper, this plan will add $1 trillion--$1 trillion--to our deficit, breaking our promise to the next generation and sticking them with the bill.  Our Tax Code ought to reward hard work more than it rewards wealth. It doesn't do that today, and it will not do that tomorrow if this bill passes. In fact, this Republican plan's primary purpose is to reward Fortune 500 corporations who will simply reward the wealth of shareholders, not the hard work that drives productivity and growth across our economy.  The primary promise of this legislation makes the same promise that has not been kept to workers for decades. Trickle-down economics has not worked in the past, and it is not going to work now. American workers know that. But my colleagues, rushing to pass this legislation, don't seem to care, because the only thing that matters is delivering for donors, who have too much power and influence in  I want to see loopholes closed, like the one that favors Wall Street hedge funds and allows them to pay a lower tax rate than many Wisconsin workers pay. Earlier this year, I introduced the Carried Interest Fairness Act to close the carried interest tax loophole for millionaires and billionaires on Wall  The carried interest loophole allows certain investment managers to take advantage of the preferential 20 percent long-term capital gains tax rates on the income they get for managing other people's money, rather than the ordinary income tax rates of up to 39.6 percent that American workers pay. My legislation closes the carried interest tax loophole by ensuring that income earned by managing other people's money is taxed at the same ordinary income tax rates as the vast majority of working Americans pay.  As a candidate, President Trump included closing the carried interest tax loophole in his tax reform plan. While campaigning in Detroit last year, he said: ``We will eliminate the carried interest deduction and other special interest loopholes that have been so good for Wall Street investors, and for people like me, but unfair to American workers.''  Then this May, after being asked why his tax reform outline didn't mention carried interest after campaigning on its closure, the President responded by saying:       It's out. Done . . . carried interest was great for me, but      carried interest was unfair and it's gone.  I agree that it is unfair and it should be eliminated. However, it is not gone with this legislation. This loophole for Wall Street is still in the bill. Why? Is it because my Republican colleagues on the other side of the aisle simply do not believe a word this President says? Is it because Wall Street lobbyists, big banks, and hedge funds have such a grip on Washington? Is it because these are the very donors that this legislation is meant to serve with a win?  Today I am offering a motion to close the carried interest tax loophole once and for all. It is simply unfair for Wisconsin workers to pay higher income tax rates than a billionaire hedge fund on Wall  If you agree, you will support this motion. If you want to help President Trump keep his promises to the American people, you will support this motion. Let's do right by the American people and close this tax loophole for the wealthy on Wall Let's make sure that our Tax Code rewards hard work as much as it currently rewards wealth. If that isn't simple and fair, I don't know what is.  I yield the floor.                          ____________________",CREC-2017-12-01-pt1-PgS7653-6.txt,1558,TAX CUTS AND JOBS ACT,2017,1,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,topic-id,29,"Mr.President, I have a motion to commit at the desk.  The PRESIDING The clerk will report the motion.  The bill clerk read as follows:       The Senator from Wisconsin [",CREC-2017-11-30-pt1-PgS7508-4.txt,1558,TAX CUTS AND JOBS ACT,2017,30,November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
