1143,topic-id,151,"Mr.Speaker, I rise today to offer my support to the Pain-Capable Unborn Child Protection  This legislation is crucial toward protecting the most vulnerable among us: the unborn.  As a doctor, it is my job to stay current with the latest medical research, and I have done so in my job in Congress, too.  The research overwhelmingly shows that children 20 weeks or less are capable of showing pain. This is brought forth by the fact that when an in-utero procedure is done, both the mother and the unborn child are given anesthesia. Not to do so allows that child to recoil in pain and show a stress response in the uterus.  I have heard, personally, as a physician, heartbeats in babies as early as 6 weeks of age in utero.  So this legislation is critical, it is needed, it is past due, and I urge my colleagues to support this.                          ____________________",CREC-2017-10-03-pt1-PgH7686-5.txt,2244,CONCURRENT RESOLUTION ON THE BUDGET FOR FISCAL YEAR 2018,2017,3,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,topic-id,150,"Mr.Speaker, 585, the number of people murdered and injured in Las Vegas on Sunday during the deadliest mass shooting in U.history.  477, the number of days since the previous deadliest mass shooting in U.history in  521, the number of mass shootings since  91, the average number of Americans killed by gun violence every day.  69, the number of homicides in Charlotte in 2017.  Zero, the number of actions taken by Congress to address the gun violence epidemic in our country.  When is enough enough? What is it going to take for Congress to end gun violence?  Mr.Speaker, I urge my colleagues to stop wasting time and demand that a joint select committee be established to combat gun violence and the bipartisan King-Thompson bill be brought to the floor for a vote.  It is time that we had the moral courage to act. Our Nation can't wait, and they shouldn't.                          ____________________",CREC-2017-10-05-pt1-PgH7846-2.txt,2201,CONCURRENT RESOLUTION ON THE BUDGET FOR FISCAL YEAR 2018,2017,5,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,topic-id,241,"Mr.Speaker, I rise today to honor the phenomenal Virginia Newell, a mathematician, author, civil rights activist, teacher, elected official, mentor, and my Alpha Kappa Alpha soror.  Newell is an asset to North We celebrate her 100th birthday today and honor her legacy as a voice for the voiceless.  A native of the triad, Newell graduated from Atkins High School in Winston-Salem before attending Talladega College in She earned her master's degree from NYU and her doctorate of education from the University of  As an educator, she touched the lives of countless students at Washington and Ligon High Schools in Raleigh, Yale Summer High School, Shaw University, and Winston-Salem State As chairwoman of the mathematics department at WSSU for 20 years and later as professor emeritus, Newell is credited with bringing computers to that campus.  In Winston-Salem, Newell sought to make the greatest difference she could. She was elected as city alderwoman, serving for 16 years and always placing her constituents' needs first. She led numerous voter registration drives and co-chaired the Shirley Chisholm for President campaign in North Even after retirement, Newell served as mentor and tutor to hundreds of students who continue to thank her for her firm approach and for expecting nothing but the best from them.  Newell's hard work and dedication to her students, constituents, and North Carolina is admirable and noteworthy. Indeed, she is a phenomenal woman, and I wish her a very happy 100th birthday.                          ____________________",CREC-2017-10-04-pt1-PgH7754.txt,2201,CONCURRENT RESOLUTION ON THE BUDGET FOR FISCAL YEAR 2018,2017,4,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,topic-id,128,"Mr.Speaker, today I rise for Here's her story.  Danielle recently had three patients drive from North Carolina to Washington, D.C., to access abortion care. One patient from Winston was diagnosed with Edwards' syndrome just before 20 weeks. Edwards' syndrome has no treatment, and it is usually fatal before birth or within the first year of life.  Given the 72-hour waiting period in North Carolina, the patient would have passed State limits for when she could access abortion. She had to drive more than 6 hours to the Washington, D.C., area for her care.  North Carolina already has an awful 20-week ban. We don't need this ban nationwide.  On behalf of Danielle and the women she helped, I urge my colleagues to vote ``no'' on H.36. Stop the bans.  ",CREC-2017-10-03-pt1-PgH7712.txt,2201,CONCURRENT RESOLUTION ON THE BUDGET FOR FISCAL YEAR 2018,2017,3,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,topic-id,227,"Madam Speaker, I rise today in strong support of H.36, the Pain-Capable Unborn Child Protection  It is a long title for a bill; however, we are talking about protecting unborn children. As it has been obvious here today, it is always difficult to talk about this issue, but when we talk about pain-capable unborn children, we are referring to, in particular, children who are still in the womb at 20 weeks.  As it has been pointed out by my colleagues time and time again, scientists have proven that unborn children, even at 20 weeks old, are capable of feeling pain. The goal of this legislation is to protect these children by ensuring that they cannot be aborted.  Today, if a physician performs an in utero surgery on a 20-week-old unborn child, the standard protocol for the child is to be treated as a patient, not just a blob of tissue. That child would be given an injection of pain medication before the surgery, and this is above and beyond the anesthesia given to the mother before the surgery.  These babies have demonstrated to medical experts that they respond to painful stimuli because they flinch and they recoil from sharp objects.  Madam Speaker, I urge my colleagues to vote ``yes'' on this legislation when it comes to the floor. Let's do the right thing and protect unborn children.  ",CREC-2017-10-03-pt1-PgH7712.txt,1460,CONCURRENT RESOLUTION ON THE BUDGET FOR FISCAL YEAR 2018,2017,3,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,topic-id,197,"Mr.Chairman, I thank the chairwoman for her work on this incredible budget that we are talking about here today.  I rise today in support of the FY18 budget entitled ``Building a Better America.'' Never has a budget had a more fitting title. The budget set forth by the House Budget Committee will balance the budget within 10 years, provide our military with the resources they need for national defense, and cut more than $200 billion in mandatory spending.  Picture this: $6.5 trillion in total deficit reduction over 10 years. On that fact alone, I would hope my colleagues would support this legislation.  This budget also paves the way for the recently released Unified Framework for Fixing Our Broken Tax  On a telephone townhall with thousands of constituents on the phone from my district, 53 percent of participants reported that their most important priority for tax reform is a simpler, fairer Tax The framework does just that and more.  I urge all of my colleagues to support the budget, to reduce the deficit, and take a huge step toward progrowth tax reform that will increase paychecks, spur economic growth, and make our Tax Code simple, affordable, and competitive.  ",CREC-2017-10-04-pt1-PgH7777-2.txt,2239,CONCURRENT RESOLUTION ON THE BUDGET FOR FISCAL YEAR 2018,2017,4,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,topic-id,222,"Mr.Speaker, I rise today to congratulate my friend, the beloved Augusta radio host Harley Drew, on his recent retirement. He is one of the most successful and longest tenured radio personalities in the history of Georgia broadcasting.  Harley was born at Fort Gordon, Georgia, and has always called Waynesboro, Georgia, home.  He became interested in radio and electronics at the age of nine, and got a part-time job at WBRO in Waynesboro at the age of 14, where he worked full time after graduating from high school.  Harley moved to Augusta in 1962 to help put WFNL on the air. I can remember in my high school days listening to ``Handsome Harley Drew'' on WBBQ, as he was known for playing the all-time best oldies.  He is also a past recipient of Augusta's Best Radio Personality award from Augusta Magazine, was given the Louis Harris Award by the West Augusta Rotary, and has received numerous State and national awards for programming excellence.  Harley was a founding board member of the Georgia Radio Hall of Fame and also served as its vice president. In honor of his career achievements, he was inducted into the Georgia Radio Hall of Fame in 2011.  Harley anchored Augusta's morning news on WGAC until his retirement last Friday, September 29, 2017.  Harley, congratulations on a remarkable career.                          ____________________",CREC-2017-10-02-pt1-PgH7654.txt,2239,CONCURRENT RESOLUTION ON THE BUDGET FOR FISCAL YEAR 2018,2017,2,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,topic-id,218,"Madam Speaker, I thank the gentlewoman from Georgia for yielding.  Madam Speaker, I rise today to urge my colleagues to support the Pain-Capable Unborn Child Protection  We have a responsibility to defend the most vulnerable in our Nation, and that is exactly what this legislation does: it protects unborn children from abortion at 5 months.  It is truly disheartening that I have to beg many of my colleagues to support a bill like this when it is scientifically proven that unborn babies feel pain after 5 months. Premature infants in the NICU are protected from pain. Children in the womb should be protected from pain also.  I will always fight for the right to life, and I believe we have a responsibility to defend all innocent lives. In fact, this is close to home. I have four children: one son and three daughters. I have had to see both my wife and each one of my daughters experience difficult pregnancies and make difficult choices. I can't imagine life without my four children and my 12 beautiful grandchildren.  Every child should be given a chance at life. New life is created by God, and we must give a voice to these precious babies who cannot speak for themselves. Our Nation can and must protect the most vulnerable among us.  ",CREC-2017-10-03-pt1-PgH7712.txt,2239,CONCURRENT RESOLUTION ON THE BUDGET FOR FISCAL YEAR 2018,2017,3,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,topic-id,424,"Mr.Chairman, for too long Congress has been allowed to play by a different set of rules than the American people in regard to how we budget. No one lives in a world where there is seemingly an endless supply of money, that is, until you enter the fantasy world of Washington, D. However, hardworking American families, businessmen, and businesswomen live in the real world. They have to budget. They have to prioritize and make trade-off decisions: wants versus needs, what is good and what is essential. The bottom line, they have to live within their means.  But, apparently, our government has been exempt from such basic principles of fiscal responsibility under which we the people must live. The prevailing budget philosophy over the years among our representative leaders has been as follows: as long as we can borrow it, you can bet your bottom dollar we can spend it. And spend it they have.  This borrowing-and-spending delusion has left us on the brink of bankruptcy. We are $20 trillion in debt, which puts our country in the worst debt position in the history of America, and this with the sacred constitutional charge to secure liberty for our posterity. That means give freedom to our children.  Mr.Chairman, there is no freedom with this level of debt. If we don't do something about this looming debt crisis and stay on our current spending trajectory, in less than 10 years, we will be at $30 trillion in debt. We will have $1 trillion in annual deficit. We will be spending more--get this--on our interest on the debt we owe than on national defense.  Mr.Chairman, enough is enough. I rise in support of this budget, a budget that begins to rein in this reckless spending, a budget that funds our national priorities and our core responsibilities and initiates a historic opportunity for tax relief for middle and working class families.  Let's stop spending our children's future and stop pretending that they won't inherit a disaster as a result. Let's live in the same reality as every other Let's focus on our main mission as a limited Federal Government by rebuilding our military, by maintaining our infrastructure, and by securing our food supply so we can maintain the ability to feed our own people.  Let's unleash our job creators from the highest tax burden in the free world. Let's allow our families and individuals to keep more of their hard-earned money, and let's hand this country safer, stronger, and freer than we found it.  Mr.Chairman, let's pass this budget.  ",CREC-2017-10-04-pt1-PgH7777-2.txt,1E+14,CONCURRENT RESOLUTION ON THE BUDGET FOR FISCAL YEAR 2018,2017,4,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,topic-id,150,"Mr.Speaker, I cannot think of a more important issue to get right than protecting the God-given souls of the unborn and their right to life, liberty, and the pursuit of happiness.  I will never forget listening to the heartbeat of my first child, I cried all the way to the car, praising God for this miracle, and the words of the Psalmist came to me: ``You formed me in my inward parts; you knit me together in my mother's womb.''  Currently, the United States is one of only seven developed countries that allow elective abortions after 20 weeks. That puts us on the same moral equivalent, in this regard, to China and North  Mr.Speaker, I rise in support of H.36. I stand with the vulnerable and the[[Page H7686]]voiceless, and I kneel in submission to the author of life and ask for His blessings on this country and this initiative.                          ____________________",CREC-2017-10-03-pt1-PgH7685-6.txt,1E+14,CONCURRENT RESOLUTION ON THE BUDGET FOR FISCAL YEAR 2018,2017,3,October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
